399.23930559286134,0.2943,-0.0981,0.19620000000000104,0.44,-0.17,-0.31
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.28
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.38,-0.16,-0.21
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.28,-0.21,-0.23
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.37,-0.19,-0.35
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.42,-0.21,-0.3
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.38,-0.21,-0.28
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.35,-0.17,-0.37
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.37,-0.21,-0.26
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.3
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.38,-0.19,-0.26
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.37,-0.19,-0.16
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.46,-0.19,-0.33
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.38,-0.14,-0.28
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.44,-0.21,-0.38
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.38,-0.12,-0.25
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.37,-0.19,-0.3
399.06635633677405,0.2943,-0.0981,0.19620000000000104,0.38,-0.19,-0.31
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.35,-0.19,-0.28
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.37,-0.25,-0.3
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.38,-0.17,-0.35
399.06635633677405,0.2943,-0.0981,0.19620000000000104,0.37,-0.12,-0.28
399.06635633677405,0.2943,-0.0981,0.19620000000000104,0.44,-0.12,-0.28
399.06635633677405,0.2943,-0.0981,0.19620000000000104,0.33,-0.17,-0.28
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.38,-0.25,-0.26
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.44,-0.26,-0.23
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.4,-0.17,-0.37
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.33,-0.21,-0.28
399.06635633677405,0.2943,-0.0981,0.19620000000000104,0.38,-0.09,-0.3
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.46,-0.19,-0.26
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.4,-0.16,-0.26
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.35,-0.12,-0.25
399.06635633677405,0.2943,-0.0981,0.19620000000000104,0.37,-0.19,-0.25
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.4,-0.19,-0.3
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.4,-0.21,-0.31
399.06635633677405,0.2943,-0.0981,0.19620000000000104,0.42,-0.14,-0.3
399.06635633677405,0.2943,-0.0981,0.19620000000000104,0.42,-0.16,-0.28
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.42,-0.1,-0.21
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.49,-0.21,-0.28
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.4,-0.1,-0.31
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.38,-0.17,-0.3
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.44,-0.17,-0.3
399.06635633677405,0.2943,-0.0981,0.19620000000000104,0.35,-0.25,-0.25
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.33,-0.16,-0.33
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.4,-0.16,-0.26
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.46,-0.1,-0.31
399.06635633677405,0.2943,-0.0981,0.2942999999999998,0.44,-0.21,-0.31
