967.5372,0.0000,-0.0300,-0.3800,0.0000,0.0022,0.0011,5.5625,26.3750,-90.8750,27.0400
967.5372,0.0000,-0.0100,-0.3600,-0.0022,0.0033,0.0011,5.5625,26.3750,-90.8750,27.0400
967.5372,0.0000,0.0000,-0.4300,0.0000,-0.0033,0.0000,5.5625,26.3750,-90.8750,27.0400
967.5372,-0.0100,0.0000,-0.3700,0.0000,-0.0033,0.0000,5.5625,26.3750,-90.8750,27.0400
967.5372,-0.0100,0.0000,-0.3700,0.0000,0.0022,0.0011,5.5625,26.3750,-90.8750,27.0400
967.5372,0.0000,0.0200,-0.3300,0.0022,-0.0011,-0.0011,5.5625,26.3750,-90.8750,27.0400
967.5372,0.0100,-0.0100,-0.3600,-0.0011,0.0011,0.0011,4.7500,25.2500,-89.6875,27.0400
967.5372,0.0200,-0.0100,-0.3400,-0.0011,0.0000,0.0000,4.7500,25.2500,-89.6875,27.0400
967.5372,0.0000,-0.0200,-0.3400,-0.0022,0.0011,0.0000,4.7500,25.2500,-89.6875,27.0400
967.5372,0.0000,-0.0100,-0.3700,0.0011,-0.0011,0.0011,4.7500,25.2500,-89.6875,27.0400
967.5372,0.0000,0.0000,-0.3700,-0.0022,0.0011,0.0000,4.7500,25.2500,-89.6875,27.0400
967.5372,-0.0200,0.0000,-0.3500,0.0022,0.0011,-0.0011,5.8750,24.5625,-91.5625,27.0400
967.5372,-0.0200,0.0000,-0.3500,-0.0011,-0.0011,0.0000,5.8750,24.5625,-91.5625,27.0400
967.5372,0.0000,-0.0100,-0.3900,-0.0011,0.0000,-0.0011,5.8750,24.5625,-91.5625,27.0400
967.5372,0.0000,0.0000,-0.3700,0.0000,0.0044,0.0000,5.8750,24.5625,-91.5625,27.0400
967.5372,0.0000,0.0000,-0.3500,0.0000,0.0044,0.0011,5.8750,24.5625,-91.5625,27.0400
967.5372,0.0000,0.0100,-0.3800,-0.0011,0.0022,0.0011,5.8750,24.8750,-90.0625,27.0400
967.5372,-0.0100,0.0000,-0.3600,0.0000,0.0033,0.0022,5.8750,24.8750,-90.0625,27.0400
967.5372,-0.0300,0.0000,-0.3800,0.0011,0.0022,-0.0022,5.8750,24.8750,-90.0625,27.0400
967.5372,-0.0500,0.0000,-0.5300,-0.0011,0.0022,0.0000,5.8750,24.8750,-90.0625,27.0400
967.5372,0.0200,-0.0600,0.0100,0.0000,0.0033,-0.0022,5.8750,24.8750,-90.0625,27.0400
967.5372,0.0100,0.0500,-0.7500,0.0044,-0.0011,-0.0011,5.5625,25.2500,-90.0625,27.0400
967.5372,-0.0300,-0.1200,-0.1600,-0.0076,0.0055,0.0022,5.5625,25.2500,-90.0625,27.0400
967.5372,-0.0400,-0.0500,-0.5200,0.0131,-0.0076,0.0000,5.5625,25.2500,-90.0625,27.0400
967.5372,0.0200,0.0200,-0.2600,-0.0120,0.0076,0.0000,5.5625,25.2500,-90.0625,27.0400
967.5372,0.0200,0.0800,-0.4800,0.0131,-0.0076,0.0022,5.5625,25.2500,-90.0625,27.0400
967.5372,-0.0800,-0.1200,-0.2300,-0.0120,0.0055,0.0000,5.1875,25.2500,-91.2500,27.0400
967.5372,-0.0400,-0.0900,-0.4100,0.0120,-0.0065,0.0011,5.1875,25.2500,-91.2500,27.0400
967.5372,-0.0200,-0.0300,-0.3000,-0.0120,0.0044,0.0000,5.1875,25.2500,-91.2500,27.0400
967.5372,0.0300,0.0400,-0.4300,0.0109,-0.0055,-0.0011,5.1875,25.2500,-91.2500,27.0400
967.5372,-0.0500,-0.1000,-0.3000,-0.0087,0.0044,-0.0011,5.1875,25.2500,-91.2500,27.0400
967.5372,-0.0100,0.0000,-0.3300,0.0065,-0.0033,0.0011,5.8750,24.8750,-90.8750,27.0400
967.5405,0.0000,0.0000,-0.3400,-0.0055,0.0033,0.0000,5.8750,24.8750,-90.8750,27.0400
967.5405,0.0400,0.0400,-0.4400,0.0055,0.0000,-0.0011,5.8750,24.8750,-90.8750,27.0400
967.5405,0.0000,-0.0100,-0.3200,-0.0022,0.0022,0.0000,5.8750,24.8750,-90.8750,27.0400
967.5405,0.0000,0.0000,-0.3900,0.0022,-0.0022,0.0022,5.8750,24.8750,-90.8750,27.0400
967.5405,0.0000,0.0000,-0.3600,-0.0033,0.0033,0.0000,5.1875,24.8750,-89.6875,27.0400
967.5405,-0.0200,-0.0200,-0.3900,0.0022,0.0000,0.0011,5.1875,24.8750,-89.6875,27.0400
967.5405,-0.0200,-0.0300,-0.3100,-0.0011,0.0033,0.0000,5.1875,24.8750,-89.6875,27.0400
967.5405,-0.0300,-0.0500,-0.3900,0.0022,0.0000,0.0000,5.1875,24.8750,-89.6875,27.0400
967.5405,0.0000,0.0000,-0.3300,0.0000,0.0022,0.0011,5.1875,24.8750,-89.6875,27.0400
967.5405,0.0000,-0.0100,-0.3600,0.0022,-0.0044,0.0022,5.1875,24.8750,-90.0625,27.0400
967.5405,0.0000,0.0000,-0.3500,-0.0022,0.0000,0.0000,5.1875,24.8750,-90.0625,27.0400
