ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2,p2
-0.02,-0.04,-0.11,0.0011,-0.0022,0.0,-19.6875,9.5625,8.75,435.68948140434253
0.01,-0.03,-0.11,0.0,0.0022,-0.0011,-19.6875,9.5625,8.75,435.6745723544063
0.01,-0.01,-0.14,0.0011,-0.0011,0.0,-19.6875,9.5625,8.75,435.6881276131186
0.0,-0.02,-0.12,0.0011,0.0,0.0011,-19.6875,9.5625,8.75,435.73965858643544
0.0,-0.04,-0.12,0.0011,-0.0011,0.0022,-18.875,10.75,8.75,435.6393131445594
0.02,-0.05,-0.14,0.0011,-0.0011,0.0,-18.875,10.75,8.75,435.5837213397093
0.0,-0.04,-0.12,0.0,-0.0022,0.0,-18.875,10.75,8.75,435.6854200312069
0.02,-0.03,-0.12,0.0,0.0,-0.0011,-18.875,10.75,8.75,435.69897530418467
-0.01,-0.03,-0.13,0.0022,-0.0033,0.0022,-19.25,10.0,10.0,435.68948140434253
-0.02,-0.05,-0.13,0.0,0.0033,0.0,-19.25,10.0,10.0,435.71253059498457
0.01,-0.04,-0.12,-0.0011,0.0022,-0.0022,-19.25,10.0,10.0,435.7477900552305
0.01,-0.04,-0.13,0.0,-0.0022,0.0011,-19.25,10.0,10.0,435.6447369629831
0.0,-0.06,-0.11,0.0022,0.0,0.0011,-19.6875,10.375,9.1875,435.88474161547157
0.0,-0.02,-0.1,0.0011,0.0011,0.0033,-19.6875,10.375,9.1875,435.7003290968303
0.0,-0.06,-0.1,0.0,0.0,0.0011,-19.6875,10.375,9.1875,435.70575294735625
0.0,-0.01,-0.11,0.0,0.0022,0.0,-19.6875,10.0,8.0625,435.6677860535993
0.0,-0.02,-0.13,0.0,0.0033,0.0,-19.6875,10.0,8.0625,435.7694855743264
0.0,-0.03,-0.14,0.0011,-0.0044,0.0,-19.6875,10.0,8.0625,435.80202893857563
0.0,-0.04,-0.11,-0.0011,-0.0022,-0.0011,-19.6875,10.0,8.0625,435.7179631301028
0.0,-0.04,-0.11,-0.0022,0.0011,-0.0011,-19.6875,10.375,9.1875,435.6596546479021
0.0,-0.04,-0.1,0.0011,0.0033,0.0022,-19.6875,10.375,9.1875,435.75728400877
0.01,-0.04,-0.12,-0.0011,0.0022,0.0011,-19.6875,10.375,9.1875,435.76270788925854
0.0,-0.03,-0.12,-0.0011,-0.0044,0.0011,-19.6875,10.375,9.1875,435.6962677194297
0.0,-0.04,-0.12,0.0011,-0.0022,0.0011,-19.6875,10.375,9.1875,435.6705023090106
0.0,-0.05,-0.13,0.0,0.0,0.0,-19.25,10.375,10.0,435.6813499815316
0.0,-0.01,-0.1,-0.0022,0.0011,0.0011,-19.25,10.375,10.0,435.60541651355527
-0.01,-0.04,-0.11,0.0011,0.0022,0.0,-19.25,10.375,10.0,435.7491438542857
0.01,-0.05,-0.14,0.0,0.0011,0.0011,-19.25,10.375,10.0,435.7206707205591
0.0,-0.06,-0.11,-0.0011,0.0033,0.0011,-19.25,10.75,9.1875,435.69219766546985
0.01,-0.03,-0.12,0.0011,0.0011,-0.0022,-19.25,10.75,9.1875,435.8860954325112
0.01,-0.03,-0.11,0.0011,0.0011,0.0011,-19.25,10.75,9.1875,435.6705023090106
0.01,-0.05,-0.13,0.0011,0.0033,0.0,-19.25,10.75,9.1875,435.6257492719281
0.0,-0.04,-0.13,0.0022,-0.0011,0.0,-20.0625,10.375,9.1875,435.7193169252424
0.0,-0.03,-0.12,-0.0011,-0.0011,0.0,-20.0625,10.375,9.1875,435.6962677194297
0.0,-0.03,-0.14,0.0022,0.0011,0.0011,-20.0625,10.375,9.1875,435.7193169252424
-0.01,-0.06,-0.14,0.0,0.0,-0.0011,-20.0625,10.375,9.1875,435.74507377945395
-0.01,-0.04,-0.09,0.0011,-0.0044,0.0022,-20.0625,10.75,10.75,435.73965858643544
0.01,-0.05,-0.11,0.0011,0.0,-0.0011,-20.0625,10.75,10.75,435.69355145722506
0.0,-0.06,-0.14,0.0,0.0,0.0011,-20.0625,10.75,10.75,435.7776170666448
0.0,-0.02,-0.12,0.0,0.0022,0.0,-20.0625,10.75,10.75,435.7179631301028
0.0,-0.04,-0.12,0.0,-0.0022,0.0022,-18.5625,11.5,9.1875,435.65016078426476
0.0,-0.04,-0.13,-0.0022,0.0022,0.0022,-18.5625,11.5,9.1875,435.8155930431248
0.0,-0.03,-0.12,0.0,0.0,0.0,-18.5625,11.5,9.1875,435.63253554505997
0.0,-0.05,-0.1,0.0,0.0,0.0011,-18.5625,11.5,9.1875,435.7220245160578
0.02,-0.04,-0.12,-0.0011,-0.0022,0.0,-18.875,10.0,10.375,435.67863372326224
0.0,-0.04,-0.12,0.0,0.0011,0.0,-18.875,10.0,10.375,435.5498162134507
0.0,-0.05,-0.13,-0.0011,0.0033,0.0011,-18.875,10.0,10.375,435.8006751325746
-0.01,-0.03,-0.13,0.0,-0.0011,-0.0022,-18.875,10.0,10.375,435.8250783808367
0.01,-0.02,-0.11,0.0011,0.0033,0.0011,-18.875,10.0,10.375,435.64880699820594
0.02,-0.05,-0.1,-0.0011,-0.0022,0.0011,-18.5625,10.375,9.5625,435.73829611043226
0.0,-0.05,-0.12,0.0011,0.0022,0.0,-18.5625,10.375,9.5625,435.78440343974836
-0.01,-0.04,-0.12,0.0,0.0011,0.0,-18.5625,10.375,9.5625,435.7152468621871
0.0,-0.04,-0.11,0.0011,0.0,0.0,-18.5625,10.375,9.5625,435.7559215304401
0.01,-0.04,-0.11,0.0011,-0.0011,0.0,-19.6875,10.375,8.75,435.68677382207665
0.0,-0.05,-0.1,0.0011,0.0,0.0011,-19.6875,10.375,8.75,435.7342260398851
-0.01,-0.04,-0.14,0.0,0.0011,0.0022,-19.6875,10.375,8.75,435.52405984703114
0.0,-0.05,-0.14,0.0,0.0,0.0022,-19.6875,10.375,8.75,435.6949052491623
0.0,-0.06,-0.1,0.0011,-0.0011,-0.0011,-19.25,10.0,8.75,435.6216879238998
0.0,-0.04,-0.1,0.0011,-0.0011,0.0,-19.25,10.0,8.75,435.6298192996542
0.0,-0.04,-0.11,-0.0022,0.0011,-0.0011,-19.25,10.0,8.75,435.62711173305576
0.0,-0.04,-0.1,0.0011,-0.0022,0.0,-19.25,10.0,8.75,435.79389742700374
0.0,-0.03,-0.09,-0.0011,0.0011,0.0,-19.6875,10.375,8.375,435.57829755338304
0.0,-0.03,-0.14,0.0022,-0.0022,0.0011,-19.6875,10.375,8.375,435.69219766546985
0.0,-0.04,-0.13,0.0011,0.0,0.0,-19.6875,10.375,8.375,435.75456773049456
0.01,-0.03,-0.12,0.0011,-0.0044,0.0,-19.6875,10.375,8.375,435.77220185653226
0.0,-0.04,-0.1,0.0,0.0033,0.0011,-19.6875,10.375,9.1875,435.7898273345024
0.0,-0.03,-0.13,0.0,0.0033,0.0011,-19.6875,10.375,9.1875,435.6474445342104
0.02,-0.05,-0.14,-0.0011,0.0033,0.0011,-19.6875,10.375,9.1875,435.6745723544063
0.01,-0.04,-0.17,-0.0011,-0.0011,0.0,-19.6875,10.375,9.1875,435.82237076296116
0.0,-0.03,-0.1,0.0,0.0044,-0.0011,-19.6875,10.0,9.1875,435.64609074851063
0.0,-0.03,-0.13,0.0,0.0022,0.0011,-19.6875,10.0,9.1875,435.6393131445594
0.01,-0.03,-0.13,0.0044,0.0,0.0,-19.6875,10.0,9.1875,435.6854200312069
0.03,-0.04,-0.14,0.0,0.0,-0.0022,-19.6875,10.0,9.1875,435.6705023090106
0.02,-0.02,-0.12,0.0011,0.0022,0.0,-19.25,10.375,8.75,435.6691398421472
0.01,-0.02,-0.11,0.0,-0.0022,0.0,-19.25,10.375,8.75,435.70575294735625
0.01,-0.04,-0.14,0.0011,0.0033,0.0011,-19.25,10.375,8.75,435.66100843538254
0.0,-0.04,-0.12,0.0011,0.0,0.0011,-19.25,10.375,8.75,435.6745723544063
0.03,-0.04,-0.11,0.0011,0.0,-0.0011,-19.25,10.0,9.1875,435.65423082162744
0.0,-0.04,-0.11,0.0011,0.0011,0.0011,-19.25,10.0,9.1875,435.7952512321144
0.0,-0.04,-0.13,0.0011,0.0011,0.0,-19.25,10.0,9.1875,435.70575294735625
0.02,-0.06,-0.1,-0.0011,0.0011,-0.0011,-19.25,10.0,9.1875,435.6447369629831
-0.01,-0.04,-0.11,0.0,0.0011,0.0,-19.25,10.375,8.75,435.62846551626643
-0.01,-0.04,-0.14,0.0022,0.0022,0.0,-19.25,10.375,8.75,435.7206707205591
0.01,-0.05,-0.15,-0.0011,0.0022,0.0011,-19.25,10.375,8.75,435.69219766546985
0.02,-0.04,-0.14,0.0011,0.0011,-0.0011,-19.25,10.375,8.75,435.63659689736306
0.0,-0.05,-0.12,-0.0022,-0.0022,0.0,-19.25,9.5625,9.1875,435.64880699820594
-0.01,-0.03,-0.09,0.0011,-0.0011,0.0022,-19.25,9.5625,9.1875,435.85355180290867
0.0,-0.04,-0.11,0.0,-0.0011,0.0,-19.25,9.5625,9.1875,435.69355145722506
0.0,-0.04,-0.1,0.0011,-0.0011,0.0,-19.25,9.5625,9.1875,435.8549142941415
0.0,-0.04,-0.09,-0.0011,-0.0022,0.0011,-19.6875,10.0,9.1875,435.64202939246906
0.01,-0.04,-0.13,0.0011,-0.0022,-0.0011,-19.6875,10.0,9.1875,435.6474445342104
0.01,-0.04,-0.13,0.0022,0.0022,0.0,-19.6875,10.0,9.1875,435.73829611043226
0.0,-0.03,-0.13,0.0011,0.0,0.0,-20.0625,10.375,8.75,435.7233783117286
0.0,-0.04,-0.13,0.0,0.0022,0.0011,-20.0625,10.375,8.75,435.71253059498457
0.01,-0.02,-0.15,0.0,0.0022,0.0,-20.0625,10.375,8.75,435.70575294735625
0.0,-0.03,-0.13,0.0,0.0,0.0011,-20.0625,10.375,8.75,435.7477900552305
0.0,-0.05,-0.1,0.0,0.0022,0.0011,-18.5625,10.375,8.375,435.6243954890716
0.01,-0.03,-0.13,0.0,0.0022,0.0,-18.5625,10.375,8.375,435.6338893289839
0.0,-0.03,-0.11,0.0,-0.0011,-0.0011,-18.5625,10.375,8.375,435.61219409522283
0.0,-0.03,-0.13,0.0022,0.0011,0.0011,-18.875,10.375,9.1875,435.7003290968303
0.01,-0.05,-0.13,0.0,0.0022,0.0,-18.875,10.375,9.1875,435.68948140434253
0.0,-0.04,-0.13,-0.0022,-0.0011,0.0,-18.875,10.375,9.1875,435.73829611043226
0.0,-0.03,-0.11,0.0,0.0,0.0011,-18.875,10.375,9.1875,435.5335535945521
0.0,-0.04,-0.12,0.0011,-0.0033,0.0022,-18.875,10.375,7.25,435.70982300666816
0.0,-0.02,-0.14,0.0,0.0,-0.0011,-18.875,10.375,7.25,435.5728737699099
0.0,-0.02,-0.14,0.0,0.0,0.0011,-18.875,10.375,7.25,435.62846551626643
0.01,-0.03,-0.13,0.0011,0.0,-0.0011,-19.6875,10.75,8.0625,435.68677382207665
-0.01,-0.06,-0.11,0.0,-0.0011,0.0,-19.6875,10.75,8.0625,435.6352431130849
0.0,-0.03,-0.15,0.0,0.0011,-0.0011,-19.6875,10.75,8.0625,435.81016045656213
0.01,-0.03,-0.14,0.0011,-0.0033,0.0011,-19.6875,10.75,8.0625,435.6691398421472
0.0,-0.05,-0.11,-0.0011,0.0011,0.0011,-18.875,10.375,10.0,435.64338317763753
0.0,-0.04,-0.15,-0.0011,-0.0033,0.0,-18.875,10.375,10.0,435.7898273345024
-0.01,-0.03,-0.12,0.0,-0.0011,0.0011,-18.875,10.375,10.0,435.6677860535993
-0.01,-0.05,-0.13,-0.0022,0.0,0.0011,-19.6875,10.375,8.75,435.75186013113466
0.01,-0.04,-0.13,0.0,0.0044,0.0,-19.6875,10.375,8.75,435.5904989071163
0.01,-0.04,-0.13,0.0,0.0033,0.0,-19.6875,10.375,8.75,435.55660243660407
0.0,-0.03,-0.13,0.0,-0.0022,0.0011,-19.6875,10.375,8.75,435.6555846083996
0.0,-0.04,-0.11,0.0,0.0044,0.0,-18.875,10.375,8.75,435.6637246890131
0.01,-0.05,-0.12,0.0,-0.0022,0.0,-18.875,10.375,8.75,435.5660962140875
0.0,-0.04,-0.09,-0.0011,-0.0011,0.0,-18.875,10.375,8.75,435.82100827602767
0.0,-0.03,-0.11,-0.0022,0.0022,0.0,-18.875,10.375,9.5625,435.56202621151795
0.0,-0.04,-0.12,-0.0011,0.0011,0.0,-18.875,10.375,9.5625,435.6447369629831
0.0,-0.04,-0.1,0.0,0.0033,0.0,-18.875,10.375,9.5625,435.6149016579056
0.0,-0.03,-0.12,0.0011,-0.0011,0.0011,-18.875,10.375,9.5625,435.7694855743264
0.0,-0.03,-0.14,0.0011,-0.0022,0.0,-19.6875,10.375,9.1875,435.68270377186514
0.0,-0.04,-0.14,-0.0011,0.0033,0.0,-19.6875,10.375,9.1875,435.6637246890131
0.0,-0.03,-0.11,0.0,-0.0022,-0.0011,-19.6875,10.375,9.1875,435.7138930675837
0.01,-0.05,-0.1,0.0011,0.0,0.0,-19.6875,10.375,8.75,435.7138930675837
-0.01,-0.03,-0.11,0.0,0.0033,0.0,-19.6875,10.375,8.75,435.79253494383335
0.0,-0.03,-0.12,0.0011,0.0011,0.0011,-19.6875,10.375,8.75,435.76270788925854
0.0,-0.05,-0.13,0.0011,0.0011,-0.0011,-19.6875,10.375,8.75,435.73965858643544
0.0,-0.05,-0.11,0.0011,0.0,0.0,-19.6875,10.375,9.1875,435.8345724055464
0.0,-0.05,-0.15,0.0,-0.0033,0.0011,-19.6875,10.375,9.1875,435.6691398421472
0.0,-0.03,-0.12,0.0011,0.0011,-0.0011,-19.6875,10.375,9.1875,435.79118113907685
0.0,-0.03,-0.13,0.0011,0.0011,0.0,-18.875,11.0625,9.1875,435.6691398421472
0.01,-0.02,-0.13,-0.0033,-0.0022,0.0,-18.875,11.0625,9.1875,435.7179631301028
0.0,-0.04,-0.12,-0.0011,-0.0044,0.0,-18.875,11.0625,9.1875,435.7206707205591
0.0,-0.06,-0.1,0.0011,0.0,0.0011,-18.875,11.0625,9.1875,435.6745723544063
0.0,-0.04,-0.11,0.0,-0.0033,0.0,-19.25,10.0,9.5625,435.68948140434253
0.0,-0.05,-0.14,-0.0011,0.0022,0.0,-19.25,10.0,9.5625,435.7043991540023
0.0,-0.04,-0.12,0.0,0.0011,0.0011,-19.25,10.0,9.5625,435.67727993346483
0.0,-0.04,-0.11,0.0022,0.0011,0.0011,-19.25,10.0,9.5625,435.79253494383335
0.01,-0.03,-0.11,0.0011,0.0,0.0011,-18.5625,10.375,8.375,435.70982300666816
0.0,-0.03,-0.14,0.0,0.0,0.0,-18.5625,10.375,8.375,435.7220245160578
0.0,-0.02,-0.13,0.0,-0.0011,-0.0011,-18.5625,10.375,8.375,435.71660065696756
0.0,-0.03,-0.09,-0.0011,-0.0044,0.0,-19.25,10.375,9.1875,435.77490946123436
0.0,-0.04,-0.11,0.0,0.0022,0.0011,-19.25,10.375,9.1875,435.6691398421472
0.01,-0.06,-0.11,0.0011,0.0,0.0,-19.25,10.375,9.1875,435.610840314152
0.01,-0.04,-0.13,0.0011,0.0,0.0011,-19.25,10.375,9.1875,435.68948140434253
0.0,-0.05,-0.11,0.0011,0.0,0.0,-18.875,10.0,9.5625,435.57694377675915
0.01,-0.04,-0.14,-0.0011,-0.0011,-0.0011,-18.875,10.0,9.5625,435.63118176131803
0.0,-0.05,-0.15,-0.0022,0.0022,0.0,-18.875,10.0,9.5625,435.7708393762298
-0.01,-0.03,-0.14,-0.0011,-0.0022,0.0011,-18.875,10.0,9.5625,435.6813499815316
0.01,-0.06,-0.12,0.0011,0.0011,-0.0033,-19.6875,10.0,9.5625,435.66100843538254
0.0,-0.05,-0.12,0.0,0.0,0.0011,-19.6875,10.0,9.5625,435.7559215304401
0.01,-0.03,-0.12,-0.0011,0.0,0.0,-19.6875,10.0,9.5625,435.69355145722506
0.01,-0.05,-0.12,-0.0011,-0.0022,0.0022,-19.6875,10.0,9.5625,435.61354787647565
0.0,-0.03,-0.09,0.0,0.0022,0.0,-19.25,10.375,8.375,435.8250783808367
0.0,-0.07,-0.09,0.0,0.0,0.0011,-19.25,10.375,8.375,435.6393131445594
0.0,-0.03,-0.14,0.0011,-0.0011,-0.0011,-19.25,10.375,8.375,435.7437199809349
-0.01,-0.03,-0.11,-0.0011,0.0011,0.0,-19.25,10.375,8.375,435.75186013113466
0.0,-0.04,-0.11,0.0,-0.0011,0.0,-18.5625,10.0,9.1875,435.6650784770298
-0.01,-0.06,-0.13,0.0,0.0,-0.0022,-18.5625,10.0,9.1875,435.6149016579056
0.01,-0.03,-0.14,0.0,-0.0022,-0.0033,-18.5625,10.0,9.1875,435.78846485187313
-0.01,-0.03,-0.1,0.0,-0.0033,0.0022,-18.5625,10.0,9.1875,435.6447369629831
0.01,-0.04,-0.14,0.0,-0.0033,-0.0011,-19.25,10.75,8.0625,435.73287224278766
0.02,-0.04,-0.16,0.0,0.0022,0.0,-19.25,10.75,8.0625,435.7315184458674
0.02,-0.02,-0.13,0.0,-0.0022,0.0,-19.25,10.75,8.0625,435.7152468621871
0.0,-0.03,-0.1,0.0011,-0.0022,-0.0011,-19.25,10.75,8.0625,435.67863372326224
0.0,-0.03,-0.14,0.0011,-0.0011,-0.0011,-19.6875,10.0,8.75,435.67592614384455
0.0,-0.04,-0.1,0.0011,0.0011,0.0,-19.6875,10.0,8.75,435.67863372326224
0.01,-0.05,-0.12,0.0011,0.0011,0.0011,-19.6875,10.0,8.75,435.6854200312069
0.0,-0.01,-0.12,-0.0011,0.0022,-0.0011,-19.6875,10.0,8.75,435.7342260398851
0.01,-0.05,-0.1,0.0011,0.0033,0.0011,-19.6875,10.0,8.75,435.6596546479021
0.0,-0.05,-0.13,-0.0011,0.0,0.0011,-19.25,10.0,8.375,435.71253059498457
-0.03,-0.05,-0.14,0.0011,0.0011,-0.0022,-19.25,10.0,8.375,435.76406169027155
0.0,-0.03,-0.1,-0.0011,0.0033,-0.0011,-19.25,10.0,8.375,435.71660065696756
0.0,-0.03,-0.1,0.0011,-0.0055,0.0022,-19.25,10.0,8.375,435.71117680073536
-0.01,-0.03,-0.1,0.0,0.0,0.0,-18.875,10.375,8.75,435.56202621151795
-0.01,-0.03,-0.12,0.0,-0.0011,-0.0022,-18.875,10.375,8.75,435.7369423128036
0.01,-0.04,-0.14,-0.0011,0.0011,0.0,-18.875,10.375,8.75,435.76676929283377
0.0,-0.05,-0.11,0.0011,0.0,0.0,-18.875,10.375,8.75,435.8576219205616
-0.01,-0.05,-0.11,0.0,-0.0011,-0.0011,-19.25,10.375,8.75,435.8277946776869
0.0,-0.05,-0.1,0.0,0.0011,0.0,-19.25,10.375,8.75,435.86846978996624
0.0,-0.02,-0.11,0.0,-0.0011,0.0022,-19.25,10.375,8.75,435.69897530418467
-0.01,-0.05,-0.09,0.0,-0.0011,0.0011,-19.25,10.375,8.75,435.7193169252424
0.0,-0.04,-0.09,-0.0011,0.0,-0.0011,-18.875,10.0,8.0625,435.6881276131186
0.01,-0.05,-0.12,-0.0011,0.0,0.0,-18.875,10.0,8.0625,435.6027002752921
0.01,-0.05,-0.15,0.0011,-0.0011,0.0,-18.875,10.0,8.0625,435.7233783117286
0.0,-0.03,-0.11,0.0,-0.0033,0.0011,-18.875,10.0,8.0625,435.69897530418467
0.01,-0.03,-0.14,0.0022,0.0,0.0,-18.875,10.0,8.0625,435.6745723544063
0.0,-0.03,-0.12,0.0022,-0.0011,0.0011,-19.25,10.0,9.1875,435.6976215117162
0.0,-0.05,-0.14,0.0011,-0.0033,-0.0011,-19.25,10.0,9.1875,435.62033414157946
0.0,-0.05,-0.14,0.0,-0.0033,-0.0022,-19.25,10.0,9.1875,435.53626113657936
0.0,-0.03,-0.14,0.0011,0.0,0.0011,-19.25,10.0,9.1875,435.73016464912905
0.0,-0.04,-0.09,0.0,0.0022,0.0,-19.25,10.375,9.1875,435.76406169027155
0.0,-0.04,-0.09,0.0,0.0011,0.0011,-19.25,10.375,9.1875,435.7437199809349
0.0,-0.04,-0.13,-0.0011,-0.0011,-0.0011,-19.25,10.375,9.1875,435.75456773049456
0.0,-0.03,-0.1,0.0011,-0.0033,0.0022,-19.25,10.375,9.1875,435.7857572436096
0.0,-0.03,-0.12,0.0011,-0.0022,0.0,-19.25,9.5625,9.5625,435.96067714073627
0.01,-0.03,-0.12,0.0022,0.0011,0.0,-19.25,9.5625,9.5625,435.61219409522283
0.02,-0.04,-0.13,0.0,0.0022,-0.0011,-19.25,9.5625,9.5625,435.6189716813471
-0.02,-0.04,-0.13,0.0011,-0.0011,-0.0011,-19.25,9.5625,9.5625,435.610840314152
0.01,-0.02,-0.11,0.0011,-0.0011,-0.0011,-19.6875,10.0,8.375,435.75999160955155
0.0,-0.04,-0.1,0.0011,0.0022,0.0033,-19.6875,10.0,8.375,435.67185609791767
0.0,-0.03,-0.14,0.0,0.0,-0.0022,-19.6875,10.0,8.375,435.76270788925854
0.0,-0.05,-0.14,0.0011,0.0,0.0,-19.6875,10.0,8.375,435.73829611043226
0.0,-0.04,-0.13,0.0,0.0,0.0011,-18.5625,10.375,9.1875,435.68270377186514
0.0,-0.04,-0.13,0.0,0.0,0.0011,-18.5625,10.375,9.1875,435.87389372894825
0.0,-0.02,-0.12,0.0,-0.0011,-0.0011,-18.5625,10.375,9.1875,435.7505063317203
-0.02,-0.03,-0.13,-0.0011,0.0011,0.0022,-18.5625,10.375,9.1875,435.7152468621871
0.02,-0.03,-0.12,-0.0011,0.0011,-0.0011,-19.25,11.0625,9.5625,435.55388621119954
0.0,-0.04,-0.13,-0.0022,0.0011,0.0011,-19.25,11.0625,9.5625,435.6976215117162
0.0,-0.03,-0.11,-0.0022,-0.0011,0.0011,-19.25,11.0625,9.5625,435.6555846083996
-0.01,-0.04,-0.11,0.0,0.0011,0.0,-19.25,11.0625,9.5625,435.7206707205591
-0.01,-0.04,-0.13,0.0,0.0033,0.0022,-19.25,10.0,8.375,435.799312648509
0.02,-0.05,-0.12,0.0,0.0022,-0.0011,-19.25,10.0,8.375,435.74236618258806
0.01,-0.05,-0.12,-0.0011,-0.0011,-0.0022,-19.25,10.0,8.375,435.7233783117286
0.0,-0.02,-0.11,0.0011,-0.0033,0.0,-20.0625,10.75,8.75,435.79118113907685
0.0,-0.03,-0.14,0.0,-0.0033,-0.0011,-20.0625,10.75,8.75,435.70304536082057
-0.01,-0.04,-0.13,-0.0033,-0.0022,0.0,-20.0625,10.75,8.75,435.64880699820594
0.0,-0.04,-0.11,0.0011,0.0,-0.0011,-20.0625,10.75,8.75,435.7966050374022
0.01,-0.03,-0.12,0.0,-0.0011,-0.0011,-18.875,10.375,9.1875,435.595922699862
0.0,-0.06,-0.13,0.0,0.0033,-0.0011,-18.875,10.375,9.1875,435.7193169252424
0.0,-0.03,-0.14,-0.0022,-0.0033,-0.0011,-18.875,10.375,9.1875,435.6176178993859
-0.02,-0.05,-0.11,-0.0022,0.0011,0.0,-18.875,10.375,9.1875,435.8237245718104
0.0,-0.04,-0.13,0.0,-0.0011,0.0011,-19.6875,10.0,8.375,435.7477900552305
0.01,-0.03,-0.13,-0.0011,0.0,0.0,-19.6875,10.0,8.375,435.7071154190601
0.0,-0.04,-0.11,0.0,-0.0033,-0.0011,-19.6875,10.0,8.375,435.7586378090698
0.01,-0.04,-0.13,-0.0022,-0.0033,-0.0011,-19.6875,10.0,9.1875,435.64202939246906
0.04,-0.03,-0.09,-0.0011,-0.0022,0.0,-19.6875,10.0,9.1875,435.70304536082057
0.03,-0.03,-0.12,-0.0011,0.0033,0.0,-19.6875,10.0,9.1875,435.7355885153471
0.01,-0.06,-0.11,0.0,-0.0022,-0.0011,-19.6875,10.0,9.1875,435.6813499815316
0.0,-0.05,-0.14,-0.0033,-0.0022,0.0022,-18.875,9.5625,9.5625,435.753213930726
0.0,-0.05,-0.13,-0.0022,-0.0011,0.0,-18.875,9.5625,9.5625,435.75186013113466
-0.01,-0.02,-0.14,-0.0033,0.0,0.0011,-18.875,9.5625,9.5625,435.57422754599764
0.0,-0.05,-0.11,-0.0011,-0.0011,0.0011,-20.0625,10.375,8.75,435.6393131445594
0.0,-0.02,-0.13,0.0,0.0022,-0.0011,-20.0625,10.375,8.75,435.68677382207665
0.0,-0.04,-0.1,-0.0044,-0.0033,0.0011,-20.0625,10.375,8.75,435.77220185653226
0.0,-0.04,-0.12,-0.0022,-0.0022,0.0011,-19.6875,10.0,8.375,435.62711173305576
-0.01,-0.04,-0.11,0.0,-0.0011,-0.0022,-19.6875,10.0,8.375,435.6691398421472
0.0,-0.03,-0.14,0.0011,-0.0033,0.0,-19.6875,10.0,8.375,435.6243954890716
0.0,-0.04,-0.1,0.0,0.0011,0.0,-18.5625,10.75,8.75,435.7138930675837
0.0,-0.05,-0.11,-0.0011,0.0044,-0.0011,-18.5625,10.75,8.75,435.6027002752921
0.0,-0.04,-0.1,0.0011,-0.0011,-0.0011,-18.5625,10.75,8.75,435.8332185952755
0.01,-0.04,-0.12,0.0011,-0.0011,-0.0011,-19.6875,10.0,9.1875,435.6976215117162
0.0,-0.04,-0.1,0.0022,0.0044,-0.0011,-19.6875,10.0,9.1875,435.6189716813471
0.02,-0.04,-0.14,0.0011,0.0011,0.0,-19.6875,10.0,9.1875,435.72609458178914
0.01,-0.04,-0.14,0.0,-0.0011,0.0,-18.875,10.375,10.0,435.75186013113466
0.0,-0.03,-0.11,0.0011,0.0022,0.0011,-18.875,10.375,10.0,435.76541549146657
-0.02,-0.02,-0.15,-0.0011,0.0022,0.0033,-18.875,10.375,10.0,435.6813499815316
0.0,-0.05,-0.09,-0.0022,0.0011,0.0011,-18.875,10.375,10.0,435.67863372326224
0.01,-0.02,-0.16,0.0033,0.0,0.0,-18.875,10.375,9.5625,435.7437199809349
-0.01,-0.04,-0.14,0.0,0.0,0.0011,-18.875,10.375,9.5625,435.85626810726546
0.01,-0.02,-0.14,0.0,0.0011,0.0,-18.875,10.375,9.5625,435.6393131445594
0.02,-0.06,-0.1,0.0011,0.0011,-0.0011,-19.25,10.0,9.1875,435.73965858643544
0.02,-0.05,-0.12,0.0022,0.0011,0.0011,-19.25,10.0,9.1875,435.64066692936876
0.0,-0.04,-0.15,0.0011,0.0,0.0,-19.25,10.0,9.1875,435.67727993346483
-0.01,-0.02,-0.13,0.0,0.0033,0.0011,-18.5625,10.0,8.75,435.8169468510836
0.02,-0.02,-0.08,0.0,0.0,0.0,-18.5625,10.0,8.75,435.74643625635235
0.01,-0.03,-0.12,0.0011,0.0033,0.0,-18.5625,10.0,8.75,435.6949052491623
-0.01,-0.05,-0.12,-0.0011,0.0022,0.0,-19.25,10.375,9.5625,435.6379593599222
0.0,-0.01,-0.13,0.0011,0.0,0.0,-19.25,10.375,9.5625,435.6352431130849
0.0,-0.03,-0.11,0.0011,0.0,0.0011,-19.25,10.375,9.5625,435.81016045656213
0.0,-0.02,-0.08,0.0011,-0.0011,0.0,-19.25,9.5625,8.375,435.8372887049004
-0.01,-0.04,-0.1,0.0011,-0.0033,0.0022,-19.25,9.5625,8.375,435.662362223045
0.0,-0.02,-0.12,0.0,0.0011,0.0011,-19.25,9.5625,8.375,435.81016045656213
0.02,-0.05,-0.09,0.0,0.0022,0.0,-19.25,10.0,8.75,435.8345724055464
0.0,-0.03,-0.13,0.0,-0.0022,0.0011,-19.25,10.0,8.75,435.67863372326224
-0.02,-0.04,-0.13,0.0011,-0.0011,-0.0011,-19.25,10.0,8.75,435.6854200312069
0.01,-0.05,-0.09,0.0,0.0,0.0011,-19.25,10.0,8.75,435.7315184458674
0.01,-0.03,-0.12,-0.0011,0.0022,-0.0011,-19.25,11.0625,8.75,435.6474445342104
0.0,-0.04,-0.14,-0.0011,0.0,-0.0011,-19.25,11.0625,8.75,435.79118113907685
