ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2,p2
0.0,-0.05,-0.11,0.0,0.0,0.0011,-18.5625,9.5625,9.1875,435.7898273345024
-0.01,-0.02,-0.13,0.0,-0.0011,0.0,-18.5625,9.5625,9.1875,435.70575294735625
-0.02,-0.04,-0.14,-0.0011,0.0022,0.0022,-18.5625,9.5625,9.1875,435.9552531560997
0.02,-0.04,-0.12,0.0,0.0,0.0011,-18.5625,11.0625,9.1875,435.81965446753264
0.03,-0.02,-0.11,0.0044,-0.0022,0.0011,-18.5625,11.0625,9.1875,435.73965858643544
0.0,-0.01,-0.14,0.0022,0.0011,0.0,-18.5625,11.0625,9.1875,435.6976215117162
0.0,-0.05,-0.13,0.0011,-0.0011,-0.0011,-18.5625,11.0625,9.1875,435.7071154190601
0.01,-0.05,-0.12,0.0011,0.0044,0.0011,-18.875,10.0,9.1875,435.84949036514536
0.02,-0.04,-0.12,0.0011,0.0055,0.0011,-18.875,10.0,9.1875,435.7342260398851
-0.01,-0.03,-0.13,0.0,-0.0011,0.0011,-18.875,10.0,9.1875,435.7789795478426
-0.01,-0.02,-0.12,0.0,-0.0011,0.0,-18.875,10.0,9.1875,435.65829218247507
-0.02,-0.03,-0.14,0.0011,-0.0022,0.0022,-20.0625,10.375,9.5625,435.8399963266965
0.02,-0.04,-0.14,0.0,0.0022,0.0,-20.0625,10.375,9.5625,435.7681317726001
0.02,-0.03,-0.1,-0.0022,0.0055,-0.0033,-20.0625,10.375,9.5625,435.6149016579056
0.0,-0.07,-0.1,0.0022,-0.0022,0.0,-20.0625,10.375,9.5625,435.7220245160578
-0.01,-0.06,-0.13,0.0,-0.0011,-0.0033,-19.25,10.375,8.75,435.68948140434253
-0.02,-0.04,-0.08,-0.0011,-0.0033,0.0,-19.25,10.375,8.75,435.7138930675837
0.02,-0.03,-0.11,0.0022,-0.0022,-0.0022,-19.25,10.375,8.75,435.7694855743264
0.01,-0.03,-0.11,-0.0022,-0.0011,0.0,-19.25,10.375,8.75,435.6596546479021
0.02,-0.02,-0.12,0.0011,0.0011,-0.0011,-19.25,10.375,9.1875,435.8128767494868
0.0,-0.05,-0.13,0.0011,0.0,-0.0022,-19.25,10.375,9.1875,435.78168715432537
-0.01,-0.03,-0.1,0.0,0.0,0.0,-19.25,10.375,9.1875,435.75186013113466
0.03,-0.04,-0.11,-0.0011,0.0,0.0,-19.25,10.375,9.1875,435.67863372326224
0.03,-0.04,-0.14,0.0011,-0.0011,0.0,-19.6875,11.5,10.0,435.76135408842254
0.02,-0.02,-0.11,0.0011,-0.0044,-0.0022,-19.6875,11.5,10.0,435.83185610690566
-0.01,-0.04,-0.13,0.0022,-0.0044,-0.0011,-19.6875,11.5,10.0,435.7003290968303
0.0,-0.05,-0.11,0.0,-0.0011,-0.0022,-19.6875,11.5,10.0,435.65829218247507
0.0,-0.03,-0.13,-0.0011,0.0022,-0.0011,-18.5625,10.375,7.6875,435.6705023090106
0.01,-0.03,-0.12,-0.0022,0.0055,-0.0011,-18.5625,10.375,7.6875,435.7586378090698
0.02,-0.05,-0.12,0.0011,-0.0044,-0.0022,-18.5625,10.375,7.6875,435.66643226522353
-0.01,-0.03,-0.1,0.0,-0.0055,0.0011,-18.5625,10.375,7.6875,435.8060990358928
0.0,-0.03,-0.09,0.0011,-0.0033,-0.0011,-19.25,10.75,9.1875,435.9010134666597
0.0,-0.03,-0.13,0.0,0.0,-0.0022,-19.25,10.75,9.1875,435.7694855743264
0.01,-0.05,-0.14,0.0011,0.0011,0.0,-19.25,10.75,9.1875,435.6298192996542
0.0,-0.06,-0.1,0.0011,0.0,-0.0011,-19.25,10.75,9.1875,435.7233783117286
-0.01,-0.05,-0.12,0.0022,-0.0044,-0.0022,-19.25,9.5625,9.5625,435.68948140434253
-0.04,-0.03,-0.09,0.0011,-0.0044,-0.0011,-19.25,9.5625,9.5625,435.79118113907685
0.0,-0.01,-0.2,0.0011,-0.0011,-0.0011,-19.25,9.5625,9.5625,435.7681317726001
0.01,-0.05,-0.13,0.0,0.0033,-0.0011,-19.25,9.5625,9.5625,435.7559215304401
0.02,-0.04,-0.1,0.0,0.0022,-0.0022,-18.875,10.375,8.375,435.7369423128036
0.0,-0.04,-0.15,0.0011,-0.0044,0.0011,-18.875,10.375,8.375,435.7206707205591
0.0,-0.05,-0.18,0.0,-0.0055,-0.0033,-18.875,10.375,8.375,435.84949036514536
0.0,-0.05,-0.1,0.0011,-0.0076,0.0,-18.875,10.375,8.375,435.76135408842254
0.0,-0.02,-0.09,-0.0022,-0.0044,0.0022,-18.875,10.375,8.375,435.7505063317203
0.02,-0.03,-0.09,-0.0011,0.0011,-0.0011,-19.6875,10.0,8.75,435.79118113907685
0.0,-0.04,-0.15,0.0011,0.0011,0.0,-19.6875,10.0,8.75,435.80745284260223
-0.02,-0.05,-0.13,-0.0011,-0.0011,0.0011,-19.6875,10.0,8.75,435.76406169027155
0.0,-0.06,-0.1,0.0,-0.0011,0.0011,-19.6875,10.0,8.75,435.76406169027155
-0.02,-0.04,-0.11,-0.0011,-0.0033,-0.0011,-19.6875,10.75,9.1875,435.7043991540023
0.02,-0.03,-0.15,0.0,-0.0011,-0.0044,-19.6875,10.75,9.1875,435.77626326385104
0.03,-0.02,-0.1,0.0011,-0.0033,-0.0011,-19.6875,10.75,9.1875,435.7477900552305
0.0,-0.05,-0.09,0.0011,-0.0011,0.0,-19.6875,10.75,9.1875,435.81965446753264
-0.02,-0.03,-0.11,0.0011,-0.0011,-0.0022,-18.5625,10.75,8.75,435.753213930726
-0.01,-0.06,-0.07,0.0011,0.0011,0.0,-18.5625,10.75,8.75,435.81152294205924
0.04,-0.05,-0.13,0.0,0.0033,0.0,-18.5625,10.75,8.75,435.6962677194297
0.05,-0.03,-0.1,0.0,-0.0011,0.0,-18.5625,10.75,8.75,435.7681317726001
0.0,-0.04,-0.13,0.0,0.0022,-0.0011,-18.5625,10.75,8.75,435.78168715432537
0.0,-0.04,-0.09,0.0,-0.0011,0.0,-19.25,10.0,9.5625,435.7084692127731
-0.04,-0.04,-0.15,0.0011,0.0,0.0,-19.25,10.0,9.5625,435.8359262159993
0.01,-0.03,-0.12,0.0,0.0044,0.0011,-19.25,10.0,9.5625,435.75999160955155
0.02,-0.04,-0.11,-0.0022,0.0033,0.0011,-19.25,10.0,9.5625,435.7477900552305
0.0,-0.04,-0.11,-0.0011,0.0011,0.0022,-19.25,10.375,9.1875,435.7288108525629
0.0,-0.06,-0.12,-0.0011,0.0011,0.0022,-19.25,10.375,9.1875,435.86983228317166
-0.01,-0.05,-0.16,0.0,-0.0011,0.0011,-19.25,10.375,9.1875,435.7138930675837
0.0,-0.02,-0.11,0.0,-0.0011,0.0011,-19.25,10.375,9.1875,435.66643226522353
0.02,-0.03,-0.11,-0.0011,-0.0011,0.0011,-18.5625,10.0,8.75,435.8345724055464
0.02,-0.03,-0.11,-0.0011,-0.0011,0.0011,-18.5625,10.0,8.75,435.7206707205591
0.02,-0.06,-0.12,-0.0011,0.0,0.0011,-18.5625,10.0,8.75,435.79795884286705
0.01,-0.04,-0.12,0.0,0.0011,-0.0022,-18.5625,10.0,8.75,435.75186013113466
-0.03,-0.04,-0.08,-0.0011,0.0,0.0,-19.25,10.375,10.0,435.78440343974836
-0.02,-0.05,-0.1,-0.0011,0.0,0.0,-19.25,10.375,10.0,435.84677406257424
0.03,-0.02,-0.13,0.0011,-0.0022,0.0,-19.25,10.375,10.0,435.6976215117162
0.02,-0.02,-0.1,0.0,-0.0022,0.0,-19.25,10.375,10.0,435.9457676986214
0.01,-0.02,-0.13,0.0,0.0022,0.0011,-20.375,10.0,8.75,435.6149016579056
0.0,-0.06,-0.1,0.0,0.0022,0.0011,-20.375,10.0,8.75,435.7694855743264
0.02,-0.04,-0.14,0.0,0.0,0.0,-20.375,10.0,8.75,435.77220185653226
0.02,-0.01,-0.12,0.0011,0.0022,-0.0011,-20.375,10.0,8.75,435.76676929283377
0.03,-0.02,-0.11,0.0,0.0055,0.0022,-20.375,10.0,8.75,435.7491438542857
0.0,-0.03,-0.1,0.0,0.0,0.0,-18.875,10.75,9.1875,435.75456773049456
0.0,-0.04,-0.15,0.0,-0.0011,0.0022,-18.875,10.75,9.1875,435.73965858643544
-0.01,-0.03,-0.13,0.0011,-0.0033,0.0011,-18.875,10.75,9.1875,435.67185609791767
0.02,-0.02,-0.09,-0.0011,0.0022,-0.0022,-19.6875,10.75,9.5625,435.8006751325746
0.01,-0.05,-0.13,-0.0011,0.0022,-0.0022,-19.6875,10.75,9.5625,435.8359262159993
0.0,-0.03,-0.14,0.0011,0.0044,-0.0011,-19.6875,10.75,9.5625,435.8033827447538
-0.02,-0.04,-0.1,0.0033,-0.0011,0.0022,-19.6875,10.75,9.5625,435.88474161547157
0.0,-0.04,-0.09,0.0,0.0044,-0.0011,-18.875,10.375,8.0625,435.7491438542857
0.04,-0.05,-0.13,0.0,0.0044,-0.0011,-18.875,10.375,8.0625,435.7410123844232
0.02,-0.02,-0.13,-0.0011,0.0055,0.0,-18.875,10.375,8.0625,435.77220185653226
0.0,-0.04,-0.11,0.0011,-0.0011,0.0022,-18.875,10.375,8.0625,435.60541651355527
0.01,-0.02,-0.11,0.0,-0.0033,0.0022,-19.25,10.375,9.1875,435.65016078426476
0.0,-0.04,-0.12,0.0,0.0,0.0011,-19.25,10.375,9.1875,435.7586378090698
0.02,-0.04,-0.11,0.0,0.0011,-0.0022,-19.25,10.375,9.1875,435.75999160955155
0.0,-0.03,-0.11,0.0,0.0011,0.0011,-19.25,10.375,9.1875,435.6881276131186
-0.01,-0.07,-0.11,0.0,-0.0011,0.0011,-19.6875,9.5625,10.375,435.78711104765284
0.0,-0.04,-0.12,0.0022,-0.0033,-0.0011,-19.6875,9.5625,10.375,435.7233783117286
0.01,-0.03,-0.12,0.0,-0.0011,0.0011,-19.6875,9.5625,10.375,435.8006751325746
0.01,-0.01,-0.12,0.0011,-0.0011,0.0,-19.25,10.75,8.0625,435.8169468510836
0.01,-0.04,-0.14,0.0011,-0.0033,0.0022,-19.25,10.75,8.0625,435.6705023090106
0.0,-0.06,-0.12,0.0,0.0011,0.0,-19.25,10.75,8.0625,435.69897530418467
0.0,-0.04,-0.12,0.0,-0.0022,0.0011,-19.25,10.75,8.0625,435.7898273345024
0.02,-0.02,-0.11,0.0,0.0011,0.0,-19.25,11.0625,8.75,435.79118113907685
0.02,-0.03,-0.11,-0.0022,0.0011,0.0022,-19.25,11.0625,8.75,435.82914848724937
0.0,-0.04,-0.14,0.0011,0.0033,-0.0011,-19.25,11.0625,8.75,435.8142305570866
0.03,-0.05,-0.13,0.0011,-0.0044,0.0011,-19.25,10.0,9.1875,435.5945689209261
0.01,-0.04,-0.13,0.0,-0.0044,0.0022,-19.25,10.0,9.1875,435.6705023090106
0.0,-0.02,-0.12,0.0011,-0.0022,0.0011,-19.25,10.0,9.1875,435.79253494383335
-0.01,-0.02,-0.11,0.0,-0.0022,-0.0011,-19.25,10.0,9.1875,435.6799875132367
0.02,-0.04,-0.09,0.0,0.0011,0.0,-18.875,10.75,8.375,435.64066692936876
0.0,-0.03,-0.13,-0.0022,0.0022,0.0011,-18.875,10.75,8.375,435.6908351957386
0.0,-0.05,-0.12,0.0,-0.0033,0.0022,-18.875,10.75,8.375,435.7776170666448
0.0,-0.06,-0.1,0.0,-0.0011,0.0011,-19.25,10.375,8.375,435.68948140434253
0.01,-0.02,-0.11,-0.0011,0.0011,0.0,-19.25,10.375,8.375,435.75456773049456
0.0,-0.05,-0.12,0.0,0.0011,0.0,-19.25,10.375,8.375,435.6596546479021
0.01,-0.04,-0.12,-0.0011,0.0011,0.0011,-18.875,10.0,8.375,435.80880664949365
0.0,-0.04,-0.12,0.0011,0.0011,0.0011,-18.875,10.0,8.375,435.8264408683064
-0.01,-0.04,-0.12,0.0011,-0.0033,0.0,-18.875,10.0,8.375,435.5999927158166
0.03,-0.04,-0.12,0.0,-0.0033,0.0011,-18.5625,11.0625,8.75,435.8345724055464
-0.01,-0.05,-0.12,0.0,-0.0033,0.0,-18.5625,11.0625,8.75,435.5525324377829
-0.01,-0.03,-0.18,0.0011,-0.0044,0.0011,-18.5625,11.0625,8.75,435.74236618258806
0.0,-0.05,-0.11,0.0,0.0022,0.0011,-18.5625,11.0625,8.75,435.7410123844232
0.01,-0.03,-0.11,0.0,0.0011,0.0,-18.875,10.75,9.5625,435.76135408842254
0.01,-0.05,-0.1,0.0044,-0.0033,0.0,-18.875,10.75,9.5625,435.80745284260223
0.0,-0.04,-0.13,0.0011,0.0,0.0,-18.875,10.75,9.5625,435.72744837799615
-0.01,-0.03,-0.1,-0.0022,0.0022,-0.0011,-19.6875,10.375,9.1875,435.7152468621871
0.01,-0.04,-0.1,-0.0011,0.0011,0.0022,-19.6875,10.375,9.1875,435.82914848724937
0.02,-0.05,-0.11,0.0011,-0.0011,-0.0011,-19.6875,10.375,9.1875,435.79795884286705
-0.02,-0.05,-0.11,-0.0011,-0.0011,0.0,-18.875,10.375,9.1875,435.6474445342104
0.0,-0.07,-0.11,0.0011,0.0011,-0.0011,-18.875,10.375,9.1875,435.61354787647565
0.02,-0.02,-0.13,0.0011,0.0022,-0.0011,-18.875,10.375,9.1875,435.66643226522353
0.01,-0.04,-0.15,0.0011,0.0,0.0,-18.875,10.375,9.1875,435.69219766546985
0.0,-0.01,-0.11,0.0011,0.0,0.0011,-19.6875,11.5,9.5625,435.7803333509954
0.0,-0.04,-0.12,0.0,-0.0022,0.0,-19.6875,11.5,9.5625,435.75456773049456
0.02,-0.05,-0.12,0.0,0.0011,0.0011,-19.6875,11.5,9.5625,435.88474161547157
0.02,-0.02,-0.11,0.0,0.0,0.0,-20.0625,10.375,8.75,435.6908351957386
0.0,-0.05,-0.13,-0.0011,-0.0022,0.0022,-20.0625,10.375,8.75,435.74507377945395
0.01,-0.05,-0.13,0.0,-0.0011,0.0011,-20.0625,10.375,8.75,435.6962677194297
0.01,-0.01,-0.11,-0.0011,0.0033,0.0,-19.25,10.0,9.5625,435.7220245160578
0.03,-0.05,-0.13,-0.0011,0.0011,0.0011,-19.25,10.0,9.5625,435.79795884286705
0.01,-0.04,-0.11,0.0011,-0.0033,-0.0011,-19.25,10.0,9.5625,435.7043991540023
0.0,-0.06,-0.1,0.0,-0.0011,0.0011,-19.25,10.0,9.5625,435.80880664949365
0.0,-0.05,-0.12,0.0011,-0.0011,-0.0011,-19.25,11.0625,9.1875,435.6745723544063
0.0,-0.04,-0.13,0.0,0.0011,0.0,-19.25,11.0625,9.1875,435.76541549146657
0.02,-0.03,-0.15,0.0011,0.0033,0.0,-19.25,11.0625,9.1875,435.64880699820594
-0.02,-0.04,-0.09,0.0011,0.0,-0.0022,-19.6875,10.375,8.375,435.77220185653226
-0.01,-0.03,-0.15,0.0,0.0011,0.0011,-19.6875,10.375,8.375,435.86576216069307
0.0,-0.04,-0.14,-0.0011,0.0055,0.0,-19.6875,10.375,8.375,435.85626810726546
0.0,-0.05,-0.09,0.0,0.0011,-0.0011,-19.6875,10.375,8.375,435.70304536082057
-0.01,-0.05,-0.13,0.0011,-0.0044,0.0,-18.875,10.375,9.1875,435.6840575623758
0.0,-0.04,-0.11,0.0011,0.0011,0.0,-18.875,10.375,9.1875,435.66100843538254
0.0,-0.07,-0.13,0.0,0.0044,0.0,-18.875,10.375,9.1875,435.7342260398851
0.02,-0.02,-0.12,0.0011,0.0033,-0.0011,-18.875,10.375,9.1875,435.74236618258806
0.02,-0.03,-0.09,-0.0011,0.0033,0.0,-18.875,10.375,8.75,435.6555846083996
0.0,-0.03,-0.16,0.0,-0.0022,-0.0011,-18.875,10.375,8.75,435.76676929283377
0.0,-0.03,-0.14,-0.0022,0.0011,0.0,-18.875,10.375,8.75,435.71253059498457
-0.03,-0.04,-0.15,-0.0011,0.0022,-0.0022,-18.875,10.375,8.75,435.69219766546985
0.04,-0.05,-0.12,0.0011,0.0022,0.0011,-20.375,10.375,8.375,435.7193169252424
0.02,-0.01,-0.13,0.0,0.0,0.0011,-20.375,10.375,8.375,435.6949052491623
0.0,-0.04,-0.13,0.0011,0.0011,0.0,-20.375,10.375,8.375,435.8955895134122
0.0,-0.02,-0.13,0.0,0.0011,0.0,-19.6875,10.375,10.0,435.77626326385104
0.01,-0.06,-0.12,0.0,0.0022,0.0022,-19.6875,10.375,10.0,435.74236618258806
0.0,-0.04,-0.13,0.0,0.0011,-0.0022,-19.6875,10.375,10.0,435.8643996680288
0.0,-0.06,-0.13,0.0,0.0,0.0022,-19.6875,10.375,10.0,435.76406169027155
0.0,-0.05,-0.1,0.0,0.0,0.0,-19.25,10.375,9.1875,435.5986389363445
0.01,-0.02,-0.12,0.0011,0.0011,0.0,-19.25,10.375,9.1875,435.8142305570866
0.0,-0.03,-0.13,-0.0011,0.0,0.0011,-19.25,10.375,9.1875,435.57829755338304
0.01,-0.02,-0.13,0.0,-0.0011,-0.0011,-19.25,10.375,9.1875,435.64202939246906
0.0,-0.03,-0.14,0.0011,-0.0044,0.0,-18.5625,10.375,9.1875,435.5891451288936
0.0,-0.05,-0.12,0.0,-0.0022,0.0,-18.5625,10.375,9.1875,435.8915280590861
-0.02,-0.04,-0.13,0.0011,-0.0044,0.0,-18.5625,10.375,9.1875,435.74236618258806
0.01,-0.02,-0.12,-0.0022,0.0011,0.0,-18.5625,10.375,9.1875,435.78304963605933
0.01,-0.01,-0.1,-0.0011,-0.0011,-0.0011,-18.5625,9.5625,10.0,435.7288108525629
0.02,-0.03,-0.11,0.0,-0.0022,0.0,-18.5625,9.5625,10.0,435.9145777014382
-0.01,-0.04,-0.14,0.0,0.0022,0.0,-18.5625,9.5625,10.0,435.7477900552305
0.0,-0.04,-0.13,-0.0011,-0.0011,-0.0011,-18.5625,9.5625,10.0,435.6596546479021
0.0,-0.04,-0.11,0.0011,0.0011,0.0,-18.875,9.5625,9.5625,435.79795884286705
0.04,-0.02,-0.12,0.0022,-0.0011,-0.0022,-18.875,9.5625,9.5625,435.5430386727842
0.0,-0.03,-0.12,0.0,-0.0033,0.0,-18.875,9.5625,9.5625,435.86576216069307
-0.01,-0.06,-0.1,-0.0022,0.0,0.0011,-18.875,9.5625,9.5625,435.8332185952755
-0.02,-0.03,-0.13,-0.0011,0.0,0.0,-18.875,9.5625,9.5625,435.7193169252424
0.01,-0.06,-0.11,0.0022,0.0022,-0.0011,-18.875,10.75,10.375,435.6243954890716
0.02,-0.04,-0.11,0.0,-0.0011,0.0,-18.875,10.75,10.375,435.70982300666816
0.02,-0.02,-0.11,0.0,-0.0011,0.0033,-18.875,10.75,10.375,435.6474445342104
0.0,-0.03,-0.13,0.0011,-0.0022,0.0,-18.875,10.75,10.375,435.63253554505997
0.0,-0.05,-0.13,-0.0022,0.0,0.0011,-20.0625,11.0625,9.1875,435.7138930675837
0.0,-0.04,-0.13,0.0,0.0011,0.0,-20.0625,11.0625,9.1875,435.7857572436096
0.01,-0.03,-0.14,-0.0011,-0.0011,-0.0011,-20.0625,11.0625,9.1875,435.8142305570866
0.03,-0.04,-0.11,0.0011,0.0,0.0,-20.0625,11.0625,9.1875,435.8250783808367
0.0,-0.05,-0.13,0.0011,0.0,0.0011,-18.875,10.75,8.75,435.8372887049004
-0.02,-0.05,-0.09,0.0,0.0011,0.0,-18.875,10.75,8.75,435.753213930726
0.02,-0.04,-0.12,-0.0011,-0.0022,0.0011,-18.875,10.75,8.75,435.67592614384455
0.0,-0.03,-0.11,0.0011,0.0011,-0.0011,-18.875,10.75,8.75,435.80745284260223
0.02,-0.04,-0.13,0.0,-0.0022,0.0,-19.25,10.375,9.5625,435.51591987668996
0.0,-0.07,-0.14,-0.0011,0.0,-0.0011,-19.25,10.375,9.5625,435.7559215304401
-0.01,-0.04,-0.16,0.0,0.0022,0.0,-19.25,10.375,9.5625,435.61219409522283
0.01,-0.04,-0.1,0.0011,0.0022,-0.0011,-19.25,10.375,9.5625,435.72744837799615
0.01,-0.03,-0.1,0.0,0.0033,-0.0011,-18.5625,10.375,9.5625,435.7694855743264
0.03,-0.04,-0.11,0.0,-0.0022,0.0,-18.5625,10.375,9.5625,435.60812407445735
0.0,-0.04,-0.11,0.0011,0.0,-0.0011,-18.5625,10.375,9.5625,435.8549142941415
0.0,-0.02,-0.14,0.0,0.0011,-0.0022,-18.5625,10.375,9.5625,435.7437199809349
0.01,-0.05,-0.1,0.0011,0.0,0.0022,-18.5625,10.375,10.375,435.7071154190601
0.01,-0.04,-0.12,0.0,0.0011,0.0011,-18.5625,10.375,10.375,435.75999160955155
0.01,-0.03,-0.13,0.0011,-0.0022,0.0,-18.5625,10.375,10.375,435.7233783117286
0.01,-0.04,-0.14,0.0011,-0.0044,0.0,-18.5625,10.375,10.375,435.74507377945395
0.0,-0.04,-0.13,0.0,0.0,-0.0011,-19.25,10.75,9.1875,435.78440343974836
-0.01,-0.04,-0.13,-0.0011,0.0022,0.0,-19.25,10.75,9.1875,435.8169468510836
0.0,-0.05,-0.11,0.0,-0.0033,0.0011,-19.25,10.75,9.1875,435.8155930431248
0.02,-0.05,-0.12,0.0011,-0.0033,0.0011,-19.25,10.75,9.1875,435.8752475445662
0.0,-0.03,-0.12,-0.0011,-0.0022,-0.0022,-19.6875,10.0,9.1875,435.6949052491623
0.0,0.0,-0.14,0.0011,-0.0011,0.0,-19.6875,10.0,9.1875,435.8277946776869
0.01,-0.02,-0.12,0.0,-0.0022,0.0,-19.6875,10.0,9.1875,435.7694855743264
0.01,-0.05,-0.12,0.0011,-0.0033,0.0,-19.6875,10.0,9.1875,435.6908351957386
0.0,-0.04,-0.09,-0.0011,-0.0011,0.0,-18.5625,10.75,8.75,435.76676929283377
-0.01,-0.06,-0.13,-0.0011,-0.0055,0.0022,-18.5625,10.75,8.75,435.6596546479021
0.0,-0.02,-0.12,0.0,0.0,0.0011,-18.5625,10.75,8.75,435.7410123844232
0.0,-0.03,-0.12,0.0011,0.0033,0.0011,-19.6875,10.375,8.0625,435.799312648509
0.01,-0.05,-0.1,-0.0011,-0.0022,0.0022,-19.6875,10.375,8.0625,435.6569383953488
0.02,-0.05,-0.15,0.0,-0.0011,0.0011,-19.6875,10.375,8.0625,435.86033822599074
-0.01,-0.06,-0.11,-0.0011,0.0022,-0.0011,-19.6875,10.375,8.0625,435.64609074851063
0.01,-0.03,-0.11,0.0,-0.0033,0.0022,-19.25,10.375,10.375,435.7288108525629
0.0,-0.05,-0.08,0.0011,-0.0022,0.0,-19.25,10.375,10.375,435.81152294205924
0.0,-0.08,-0.09,0.0022,0.0011,0.0011,-19.25,10.375,10.375,435.72609458178914
-0.04,-0.06,-0.09,0.0,-0.0011,0.0,-19.25,10.375,10.375,435.8047452293556
-0.05,-0.02,-0.11,0.0022,-0.0044,-0.0022,-19.25,10.0,9.5625,435.8725399135123
0.11,-0.03,-0.12,0.0022,0.0098,0.0011,-19.25,10.0,9.5625,435.78168715432537
0.12,-0.04,-0.16,-0.0044,0.012,-0.0022,-19.25,10.0,9.5625,435.6799875132367
-0.14,-0.05,-0.11,0.0011,-0.0131,0.0,-20.0625,10.0,9.5625,435.8399963266965
-0.08,-0.05,-0.09,0.0055,-0.0131,0.0,-20.0625,10.0,9.5625,435.8386425157075
0.1,-0.02,-0.17,-0.0011,0.0131,0.0,-20.0625,10.0,9.5625,435.6840575623758
0.04,-0.01,-0.11,-0.0022,0.0109,-0.0033,-20.0625,10.0,9.5625,435.7735556587948
-0.06,-0.02,-0.12,0.0033,-0.0087,0.0,-18.875,10.375,10.0,435.8359262159993
-0.04,-0.03,-0.13,-0.0011,-0.0044,0.0022,-18.875,10.375,10.0,435.79795884286705
0.07,-0.03,-0.13,-0.0011,0.0076,-0.0033,-18.875,10.375,10.0,435.7003290968303
0.0,-0.03,-0.1,0.0,0.0011,0.0011,-19.6875,10.375,9.1875,435.5660962140875
0.0,-0.03,-0.09,0.0011,-0.0098,0.0022,-19.6875,10.375,9.1875,435.7315184458674
-0.01,-0.05,-0.15,-0.0011,0.0011,-0.0011,-19.6875,10.375,9.1875,435.67863372326224
-0.03,-0.05,-0.12,0.0,0.012,-0.0011,-19.25,10.0,8.75,435.64066692936876
0.05,-0.02,-0.15,0.0011,0.0011,0.0,-19.25,10.0,8.75,435.83185610690566
0.01,-0.05,-0.13,0.0022,-0.0109,0.0022,-19.25,10.0,8.75,435.6650784770298
-0.05,-0.06,-0.12,0.0,0.0,0.0022,-19.25,10.0,8.75,435.7071154190601
0.03,-0.05,-0.09,-0.0011,0.0076,0.0,-18.25,10.75,9.5625,435.7247407857592
0.07,-0.03,-0.15,0.0,0.0044,0.0,-18.25,10.75,9.5625,435.79118113907685
-0.06,-0.03,-0.11,-0.0022,-0.0033,-0.0011,-18.25,10.75,9.5625,435.7694855743264
-0.09,-0.04,-0.1,0.0033,-0.0022,0.0,-19.25,10.375,8.75,435.7803333509954
0.03,-0.05,-0.14,0.0,-0.0011,0.0,-19.25,10.375,8.75,435.81152294205924
0.05,-0.02,-0.13,-0.0011,0.0011,-0.0022,-19.25,10.375,8.75,435.81016045656213
-0.01,-0.04,-0.1,0.0011,-0.0055,0.0022,-18.5625,9.5625,10.0,435.8006751325746
0.0,-0.04,-0.14,0.0011,-0.0055,0.0011,-18.5625,9.5625,10.0,435.6298192996542
0.01,-0.02,-0.15,0.0,0.0033,-0.0011,-18.5625,9.5625,10.0,435.78846485187313
0.04,-0.02,-0.08,-0.0011,-0.0011,-0.0011,-19.25,11.0625,10.375,435.7491438542857
0.04,-0.06,-0.12,0.0022,-0.0022,0.0022,-19.25,11.0625,10.375,435.59320646409776
-0.02,-0.07,-0.13,0.0011,-0.0065,0.0011,-19.25,11.0625,10.375,435.7152468621871
0.05,-0.04,-0.1,0.0,0.0,0.0,-19.25,10.0,10.0,435.7776170666448
0.06,-0.02,-0.12,0.0011,-0.0022,0.0033,-19.25,10.0,10.0,435.76676929283377
-0.06,-0.04,-0.11,0.0,-0.0044,-0.0011,-19.25,10.0,10.0,435.76406169027155
-0.02,-0.02,-0.11,0.0011,0.0011,0.0022,-19.25,9.5625,8.75,435.7206707205591
0.04,-0.04,-0.15,0.0011,0.0033,-0.0011,-19.25,9.5625,8.75,435.75999160955155
0.01,-0.04,-0.14,0.0011,-0.0044,-0.0011,-19.25,9.5625,8.75,435.63253554505997
-0.02,-0.03,-0.11,0.0011,-0.0033,0.0033,-19.25,11.0625,10.0,435.7708393762298
0.03,-0.04,-0.13,-0.0011,0.0,0.0,-19.25,11.0625,10.0,435.7179631301028
0.0,-0.02,-0.13,0.0011,0.0033,-0.0022,-19.25,11.0625,10.0,435.8047452293556
0.01,-0.04,-0.09,0.0022,-0.0033,0.0022,-18.5625,10.375,9.1875,435.7491438542857
0.0,-0.03,-0.15,0.0011,-0.0033,0.0022,-18.5625,10.375,9.1875,435.67320988700175
-0.04,-0.04,-0.1,-0.0022,0.0,0.0022,-18.5625,10.375,9.1875,435.85626810726546
0.07,-0.03,-0.12,0.0011,-0.0011,0.0,-18.5625,11.5,9.1875,435.7342260398851
0.06,-0.03,-0.16,0.0022,-0.0044,0.0,-18.5625,11.5,9.1875,435.7681317726001
-0.05,-0.03,-0.11,0.0011,0.0011,0.0022,-18.5625,11.5,9.1875,435.57558132226245
-0.02,-0.05,-0.13,0.0,0.0,0.0,-18.875,10.75,10.0,435.7206707205591
0.05,-0.02,-0.11,-0.0011,-0.0011,-0.0011,-18.875,10.75,10.0,435.799312648509
-0.04,-0.06,-0.1,0.0011,-0.0011,0.0,-18.875,10.75,10.0,435.76135408842254
-0.04,-0.05,-0.1,0.0011,-0.0011,0.0011,-20.0625,10.375,9.5625,435.63253554505997
0.03,-0.03,-0.11,-0.0011,0.0022,0.0,-20.0625,10.375,9.5625,435.799312648509
