ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2,p2,optix,optiy,optiz
0.02,-0.05,-0.12,0.0022,0.0,0.0,-19.6875,10.75,8.75,435.8183006592196,3.3118162155151367,2.002036571502685,0.9550588726997375
0.0,-0.06,-0.12,0.0,0.0011,0.0,-19.6875,10.75,8.75,435.8033827447538,3.3120810985565186,1.99869966506958,0.9548463225364684
0.01,-0.06,-0.14,-0.0022,-0.0044,-0.0011,-19.6875,10.75,8.75,435.7844034397484,3.311710357666016,1.9981282949447632,0.9547454714775084
0.0,-0.02,-0.08,0.0,0.0,0.0011,-18.875,10.75,9.5625,435.7966050374022,3.3116579055786133,1.9980658292770384,0.954708456993103
0.0,-0.04,-0.11,-0.0011,0.0033,0.0011,-18.875,10.75,9.5625,435.76541549146657,3.3116276264190674,1.9980356693267824,0.9547145962715148
0.02,-0.05,-0.13,-0.0022,0.0044,0.0,-18.875,10.75,9.5625,435.7315184458674,3.312186479568481,1.9983142614364624,0.9558670520782472
0.01,-0.04,-0.11,-0.0022,-0.0011,0.0011,-18.875,10.75,9.5625,435.7410123844232,3.312295436859131,2.001491069793701,0.95552796125412
0.0,-0.05,-0.1,-0.0011,0.0033,0.0,-19.25,10.75,9.5625,435.8006751325746,3.311711549758911,2.001628160476685,0.9549832940101624
0.0,-0.04,-0.1,0.0011,0.0011,0.0011,-19.25,10.75,9.5625,435.7396585864354,3.312082529067993,1.9987071752548216,0.9547739624977112
0.02,-0.03,-0.13,-0.0022,0.0011,0.0022,-19.25,10.75,9.5625,435.7898273345024,3.311779499053955,1.9983161687850952,0.95483136177063
-0.01,-0.02,-0.11,-0.0011,-0.0044,0.0,-19.25,10.75,9.5625,435.7803333509954,3.3116183280944824,1.9980510473251345,0.954735279083252
0.0,-0.03,-0.1,0.0,0.0,0.0011,-18.875,10.375,8.0625,435.67863372326224,3.3116295337677,1.998080849647522,0.9547199606895448
0.0,-0.03,-0.12,0.0,0.0,0.0,-18.875,10.375,8.0625,435.6949052491623,3.312121152877808,1.9982717037200928,0.9557698369026184
0.03,-0.06,-0.13,-0.0022,0.0022,0.0011,-18.875,10.375,8.0625,435.69219766546985,3.312184333801269,2.002959728240967,0.9554628133773804
0.04,-0.04,-0.13,-0.0022,0.0033,0.0,-18.875,10.375,8.0625,435.70304536082057,3.3114235401153564,2.0023059844970703,0.954845666885376
0.0,-0.05,-0.13,0.0,0.0011,0.0,-18.875,10.375,8.75,435.6515145705007,3.311945915222168,1.9986051321029663,0.9548704624176024
0.0,-0.03,-0.14,0.0022,-0.0022,0.0011,-18.875,10.375,8.75,435.8155930431248,3.311674833297729,1.998158574104309,0.9547536969184875
0.02,-0.01,-0.12,-0.0022,0.0,0.0011,-18.875,10.375,8.75,435.8386425157075,3.3116488456726074,1.998140931129456,0.9547466039657592
0.01,-0.02,-0.09,-0.0033,0.0022,0.0,-18.875,10.375,8.75,435.7871110476528,3.3116629123687744,1.998138189315796,0.9547538161277772
0.01,-0.05,-0.12,0.0,-0.0033,0.0011,-18.875,11.0625,9.5625,435.7355885153471,3.312244176864624,1.9985243082046509,0.9559526443481444
0.02,-0.05,-0.15,-0.0022,-0.0011,-0.0011,-18.875,11.0625,9.5625,435.8576219205616,3.312246322631836,2.0027670860290527,0.9555121064186096
0.0,-0.06,-0.12,0.0,-0.0011,0.0011,-18.875,11.0625,9.5625,435.9227093081955,3.3115177154541016,2.003045558929444,0.9547789692878724
0.0,-0.02,-0.1,0.0,0.0,0.0,-18.5625,10.0,9.5625,435.7776170666448,3.312079429626465,1.9986828565597532,0.9548437595367432
0.0,-0.03,-0.12,-0.0033,0.0044,0.0,-18.5625,10.0,9.5625,435.77626326385104,3.3117172718048096,1.998155951499939,0.9547708630561828
0.01,-0.03,-0.14,-0.0011,-0.0022,0.0,-18.5625,10.0,9.5625,435.6542308216274,3.3118159770965576,1.9982709884643557,0.9547250270843506
0.0,-0.04,-0.11,-0.0011,0.0011,0.0022,-18.5625,10.0,9.5625,435.7437199809349,3.3117899894714355,1.9981813430786133,0.954716980457306
0.0,-0.04,-0.12,0.0011,0.0,0.0011,-19.25,10.75,8.75,435.87389372894825,3.312286376953125,1.9985002279281616,0.9559243321418762
0.02,-0.04,-0.1,-0.0033,0.0044,0.0011,-19.25,10.75,8.75,435.745073779454,3.3122637271881104,2.0033228397369385,0.955510139465332
0.01,-0.03,-0.11,-0.0011,0.0,0.0,-19.25,10.75,8.75,435.75456773049456,3.311606168746948,2.002390623092652,0.9548692107200624
0.02,-0.03,-0.08,0.0011,-0.0022,0.0,-19.6875,10.75,9.5625,435.7166006569676,3.312155246734619,1.998773217201233,0.9548036456108092
0.0,-0.04,-0.12,0.0,-0.0011,-0.0011,-19.6875,10.75,9.5625,435.66100843538254,3.3118669986724854,1.9983030557632449,0.9546975493431092
0.01,-0.05,-0.13,-0.0011,-0.0011,0.0,-19.6875,10.75,9.5625,435.6528770350324,3.31184720993042,1.9983007907867432,0.954645574092865
0.0,-0.02,-0.14,-0.0011,0.0022,0.0,-19.25,10.0,8.75,435.84677406257424,3.311842203140259,1.99832022190094,0.954670250415802
0.0,-0.01,-0.1,0.0,-0.0011,-0.0011,-19.25,10.0,8.75,435.7396585864354,3.31231427192688,1.9985982179641724,0.9558738470077516
0.01,-0.03,-0.09,-0.0011,0.0022,-0.0011,-19.25,10.0,8.75,435.75186013113466,3.3122713565826416,2.00325083732605,0.9554661512374878
0.01,-0.04,-0.11,0.0,0.0011,0.0022,-19.25,10.0,8.75,435.6691398421472,3.311570405960083,2.002836227416992,0.9547755122184752
0.0,-0.05,-0.14,-0.0011,0.0011,0.0011,-20.0625,10.375,8.75,435.8549142941415,3.312096118927002,1.9988430738449097,0.9547985792160034
0.01,-0.04,-0.11,0.0,-0.0011,0.0022,-20.0625,10.375,8.75,435.799312648509,3.3118433952331543,1.9984793663024905,0.9546723365783693
0.0,-0.06,-0.13,0.0,-0.0022,0.0,-20.0625,10.375,8.75,435.745073779454,3.3117213249206543,1.9983816146850584,0.954727590084076
0.01,-0.03,-0.1,-0.0011,-0.0011,0.0,-18.875,10.0,9.1875,435.86576216069307,3.3116822242736816,1.9983233213424685,0.9547168016433716
0.0,-0.02,-0.11,0.0,0.0,0.0011,-18.875,10.0,9.1875,435.7735556587948,3.312161445617676,1.9986640214920044,0.9558453559875488
0.02,-0.04,-0.13,0.0022,-0.0033,0.0011,-18.875,10.0,9.1875,435.71253059498457,3.312163114547729,2.001535177230835,0.9554284811019896
0.0,-0.04,-0.12,0.0011,-0.0022,0.0011,-18.875,10.0,8.75,435.7220245160578,3.311239719390869,2.00400447845459,0.954556167125702
0.0,-0.07,-0.14,-0.0022,0.0,-0.0011,-18.875,10.0,8.75,435.8250783808367,3.3118491172790527,1.9986997842788696,0.954821228981018
0.0,-0.03,-0.11,0.0022,0.0011,-0.0011,-18.875,10.0,8.75,435.7071154190601,3.3115742206573486,1.9982807636260984,0.9546871185302734
0.02,-0.03,-0.13,-0.0011,-0.0044,0.0011,-19.25,11.0625,8.75,435.76541549146657,3.311561584472656,1.9982986450195312,0.9546677470207214
0.0,-0.04,-0.12,0.0022,-0.0055,0.0022,-19.25,11.0625,8.75,435.86983228317166,3.3115193843841557,1.9982590675354004,0.9546759128570556
0.02,-0.03,-0.12,0.0,-0.0022,0.0022,-19.25,11.0625,8.75,435.6799875132367,3.3119900226593018,1.9985246658325195,0.955647587776184
0.03,-0.05,-0.11,0.0011,-0.0011,0.0033,-18.875,10.375,9.1875,435.7342260398851,3.3120381832122803,2.002679347991944,0.9552763104438782
-0.01,-0.03,-0.12,0.0,-0.0011,0.0,-18.875,10.375,9.1875,435.77220185653226,3.3107197284698486,2.005604982376098,0.9540396928787231
-0.01,-0.05,-0.12,-0.0011,-0.0033,0.0,-18.875,10.375,9.1875,435.77220185653226,3.311707019805908,1.9986517429351809,0.954715371131897
0.0,-0.05,-0.11,0.0011,0.0011,0.0,-19.6875,11.0625,9.1875,435.8020289385756,3.311384677886963,1.998154640197754,0.9545537829399108
0.0,-0.02,-0.12,0.0011,0.0,0.0,-19.6875,11.0625,9.1875,435.7586378090698,3.311367988586426,1.9981545209884644,0.9545130133628844
-0.01,-0.06,-0.12,0.0011,-0.0044,0.0,-19.6875,11.0625,9.1875,435.6460907485106,3.3113362789154053,1.998141884803772,0.9544931054115297
0.0,-0.04,-0.11,0.0,-0.0033,0.0022,-19.25,10.75,9.5625,435.7003290968303,3.3118934631347656,1.998326063156128,0.9554566144943236
0.0,-0.05,-0.09,0.0,0.0011,-0.0011,-19.25,10.75,9.5625,435.82914848724937,3.3118767738342285,2.003000974655152,0.955134093761444
0.0,-0.03,-0.1,0.0,-0.0011,0.0011,-19.25,10.75,9.5625,435.6745723544063,3.31058931350708,2.006150960922241,0.9536675214767456
0.0,-0.04,-0.1,-0.0011,-0.0011,0.0,-18.5625,10.375,9.1875,435.7708393762298,3.3114535808563232,1.9984303712844849,0.9544810652732848
-0.01,-0.03,-0.1,0.0022,0.0011,0.0,-18.5625,10.375,9.1875,435.5715113159494,3.311216354370117,1.9981223344802856,0.9543283581733704
0.0,-0.03,-0.11,0.0,0.0011,0.0022,-18.5625,10.375,9.1875,435.6596546479021,3.3111228942871094,1.9980099201202397,0.9542614817619324
0.0,-0.03,-0.12,-0.0011,0.0,-0.0011,-18.875,10.0,9.1875,435.8372887049004,3.3111026287078857,1.9979904890060425,0.9542116522789
0.0,-0.04,-0.12,0.0,0.0011,0.0022,-18.875,10.0,9.1875,435.6596546479021,3.311796188354492,1.9980652332305908,0.955246925354004
-0.01,-0.05,-0.12,-0.0011,0.0011,0.0011,-18.875,10.0,9.1875,435.6542308216274,3.3117101192474365,2.0034971237182617,0.9549394249916076
0.02,-0.04,-0.11,0.0,0.0011,0.0011,-18.875,10.0,9.1875,435.76135408842254,3.310574531555176,2.0042574405670166,0.9540407657623292
0.0,-0.05,-0.14,-0.0022,0.0011,0.0011,-18.875,10.75,10.0,435.8101604565621,3.31115984916687,1.9981900453567505,0.954320788383484
0.0,-0.06,-0.15,0.0011,0.0022,-0.0011,-18.875,10.75,10.0,435.7749094612344,3.3108513355255127,1.997706413269043,0.9541614651679992
0.0,-0.04,-0.11,0.0,0.0011,0.0011,-18.875,10.75,10.0,435.8101604565621,3.3109302520751958,1.997879147529602,0.9541115760803224
0.0,-0.03,-0.11,-0.0022,0.0011,0.0,-18.5625,10.75,9.5625,435.8576219205616,3.310765504837036,1.9976383447647093,0.954068124294281
0.0,-0.02,-0.12,-0.0011,0.0022,0.0,-18.5625,10.75,9.5625,435.7830496360593,3.311549186706543,1.9980480670928955,0.9549739360809326
0.0,-0.04,-0.1,0.0022,0.0011,0.0,-18.5625,10.75,9.5625,435.6989753041847,3.3114466667175293,2.0036866664886475,0.9546167850494384
0.0,-0.04,-0.12,0.0011,-0.0011,0.0011,-18.1875,10.375,8.75,435.67320988700175,3.310448408126831,2.0039877891540527,0.95370751619339
-0.01,-0.04,-0.1,0.0022,-0.0011,0.0,-18.1875,10.375,8.75,435.6772799334648,3.311103820800781,1.9983562231063845,0.9539296627044678
0.0,-0.05,-0.12,0.0011,-0.0033,0.0022,-18.1875,10.375,8.75,435.8020289385756,3.3109073638916016,1.998117566108704,0.9537293910980223
0.0,-0.02,-0.1,0.0011,0.0,0.0011,-18.1875,10.375,8.75,435.7342260398851,3.3108386993408203,1.9980449676513672,0.9536697864532472
-0.01,-0.05,-0.1,0.0022,0.0,0.0,-19.6875,10.75,8.75,435.5891451288936,3.31069278717041,1.9977997541427608,0.9536559581756592
0.0,-0.04,-0.14,0.0022,-0.0022,0.0,-19.6875,10.75,8.75,435.73287224278766,3.3113365173339844,1.9979783296585083,0.9546495676040648
0.0,-0.05,-0.12,-0.0011,0.0022,-0.0011,-19.6875,10.75,8.75,435.6908351957386,3.3112339973449707,2.0028462409973145,0.9543575644493104
0.0,-0.05,-0.12,0.0011,-0.0022,-0.0011,-20.0625,11.0625,9.5625,435.77220185653226,3.309898376464844,2.0060181617736816,0.9529243111610411
0.0,-0.03,-0.09,0.0,0.0011,0.0011,-20.0625,11.0625,9.5625,435.753213930726,3.310841560363769,1.9982715845108032,0.9536877274513244
0.01,-0.02,-0.14,0.0,0.0011,0.0011,-20.0625,11.0625,9.5625,435.7410123844232,3.3106582164764404,1.9980534315109253,0.9534485340118408
0.02,-0.03,-0.12,0.0,0.0,0.0,-20.0625,11.0625,9.5625,435.6230417063972,3.3106048107147217,1.9980499744415283,0.9533677697181702
0.02,-0.06,-0.12,0.0,0.0022,0.0,-18.875,10.0,9.1875,435.8277946776869,3.310563564300537,1.998055458068848,0.9533345103263856
0.02,-0.03,-0.1,0.0,0.0,0.0,-18.875,10.0,9.1875,435.6989753041847,3.3110620975494385,1.9985105991363523,0.9545497894287108
0.0,-0.03,-0.13,0.0,-0.0033,0.0011,-18.875,10.0,9.1875,435.6881276131186,3.311100482940674,2.002742052078247,0.9541354179382324
-0.01,-0.03,-0.12,0.0,-0.0011,0.0011,-18.875,10.0,9.1875,435.6121940952228,3.310425043106079,2.0031068325042725,0.9534595608711244
0.0,-0.03,-0.08,0.0,0.0011,0.0022,-19.25,10.75,9.1875,435.82914848724937,3.3107786178588867,1.9987428188323972,0.9533537030220032
0.01,-0.04,-0.12,0.0,0.0,0.0,-19.25,10.75,9.1875,435.71253059498457,3.310555458068848,1.998509645462036,0.9531216621398926
0.0,-0.02,-0.11,0.0,0.0,0.0,-19.25,10.75,9.1875,435.68270377186514,3.310486078262329,1.9984729290008545,0.9530605673789978
0.0,-0.04,-0.1,-0.0011,-0.0065,0.0011,-19.6875,9.5625,9.1875,435.8088066494937,3.310272693634033,1.9981876611709597,0.9530185461044312
0.0,-0.05,-0.1,0.0011,-0.0055,0.0011,-19.6875,9.5625,9.1875,435.921355486345,3.3107075691223145,1.9985603094100952,0.9543268084526062
-0.01,-0.05,-0.12,0.0022,-0.0044,0.0,-19.6875,9.5625,9.1875,435.7776170666448,3.3107378482818604,2.0021398067474365,0.953823745250702
0.0,-0.04,-0.12,-0.0011,-0.0011,0.0,-19.6875,9.5625,9.1875,435.76135408842254,3.310037612915039,2.002046585083008,0.9532539248466492
0.0,-0.03,-0.11,0.0011,0.0022,0.0011,-18.875,10.0,8.75,435.7464362563524,3.310405969619751,1.9986995458602903,0.9529519081115724
0.0,-0.05,-0.13,0.0,-0.0033,0.0022,-18.875,10.0,8.75,435.7138930675837,3.310189723968506,1.9984184503555296,0.952700972557068
0.02,-0.02,-0.15,0.0,-0.0011,0.0,-18.875,10.0,8.75,435.7559215304401,3.310032844543457,1.9981532096862795,0.9528317451477052
0.03,-0.05,-0.09,0.0011,-0.0011,-0.0011,-18.875,10.0,8.75,435.7355885153471,3.309843778610229,1.9978805780410769,0.95279198884964
0.0,-0.04,-0.14,0.0044,-0.0033,-0.0011,-18.875,10.75,9.1875,435.75186013113466,3.310400009155273,1.9985758066177368,0.9540066719055176
0.0,-0.04,-0.13,0.0,-0.0022,0.0022,-18.875,10.75,9.1875,435.67185609791767,3.3104751110076904,2.0021204948425293,0.9534700512886048
0.02,-0.02,-0.08,0.0,0.0011,-0.0011,-18.875,10.75,9.1875,435.6284655162664,3.309799909591675,2.00244688987732,0.9528108835220336
0.02,-0.01,-0.08,-0.0033,0.0044,-0.0011,-18.875,10.75,9.1875,435.75456773049456,3.310147523880005,1.998702883720398,0.9525116086006165
0.01,-0.02,-0.1,0.0011,0.0,0.0011,-20.0625,10.0,9.1875,435.7342260398851,3.30975079536438,1.9982160329818728,0.9523627758026124
-0.01,-0.06,-0.14,0.0022,-0.0044,0.0,-20.0625,10.0,9.1875,435.7735556587948,3.3097312450408936,1.998231053352356,0.9522868990898132
0.0,-0.05,-0.12,0.0,-0.0011,-0.0011,-20.0625,10.0,9.1875,435.6352431130849,3.3096721172332764,1.9981768131256104,0.952279806137085
0.0,-0.04,-0.13,0.0,0.0,0.0,-20.0625,10.0,9.1875,435.799312648509,3.309657096862793,1.9982054233551023,0.9522607922554016
0.01,-0.05,-0.1,-0.0011,-0.0011,0.0,-19.6875,10.375,9.1875,435.7084692127731,3.309622287750244,1.9982078075408936,0.9522317051887512
0.0,-0.02,-0.13,-0.0011,-0.0011,0.0,-19.6875,10.375,9.1875,435.662362223045,3.3095908164978027,1.9981765747070312,0.9522085189819336
0.0,-0.02,-0.12,0.0,0.0,0.0011,-19.6875,10.375,9.1875,435.7966050374022,3.3095591068267822,1.9981435537338257,0.952160656452179
0.0,-0.06,-0.09,0.0,0.0,0.0,-19.6875,10.375,9.1875,435.5918526855209,3.309537887573242,1.9981372356414795,0.9521384835243224
0.01,-0.04,-0.12,0.0011,0.0033,0.0011,-19.25,9.5625,8.75,435.8332185952755,3.309516906738281,1.9980950355529783,0.952139973640442
0.02,-0.03,-0.14,0.0,0.0011,0.0022,-19.25,9.5625,8.75,435.876610038662,3.310045957565308,1.99850594997406,0.9516642093658448
0.02,-0.03,-0.11,0.0022,-0.0022,-0.0011,-19.25,9.5625,8.75,435.7315184458674,3.3099939823150635,1.9980926513671875,0.9519351720809937
0.0,-0.02,-0.1,0.0,-0.0011,0.0011,-19.25,9.5625,8.75,435.7599916095516,3.310774564743042,1.998940110206604,0.951601505279541
-0.02,-0.06,-0.11,0.0022,-0.0011,0.0011,-19.25,10.375,8.75,435.79118113907685,3.310144186019897,1.9982012510299685,0.95200777053833
0.03,-0.05,-0.13,0.0,0.0055,-0.0011,-19.25,10.375,8.75,435.6677860535993,3.310055494308472,1.9980800151824951,0.9520072340965272
0.01,-0.05,-0.13,-0.0011,0.0022,0.0011,-19.25,10.375,8.75,435.69355145722506,3.309933423995972,1.9979585409164429,0.9520453214645386
0.0,-0.04,-0.11,0.0,0.0011,0.0,-19.25,10.375,8.75,435.8630458538374,3.309739589691162,1.9977126121521,0.9521207213401794
0.0,-0.03,-0.11,-0.0011,-0.0022,0.0,-19.25,10.75,9.1875,435.6799875132367,3.309713363647461,1.9975939989089968,0.952081263065338
0.0,-0.01,-0.15,-0.0033,0.0022,-0.0011,-19.25,10.75,9.1875,435.6555846083996,3.309762716293335,1.9975550174713133,0.9520907998085022
0.0,-0.02,-0.12,0.0,0.0033,0.0,-19.25,10.75,9.1875,435.86033822599074,3.309754610061645,1.997462272644043,0.952103853225708
0.01,-0.05,-0.12,-0.0022,0.0011,0.0,-19.25,10.75,9.1875,435.6569383953488,3.3097944259643555,1.9974454641342163,0.9520979523658752
0.01,-0.05,-0.09,0.0011,0.0,0.0,-19.25,10.375,9.1875,435.76270788925854,3.3098368644714355,1.997436285018921,0.9521843791007996
0.0,-0.06,-0.13,0.0011,0.0,0.0,-19.25,10.375,9.1875,435.7355885153471,3.3099403381347656,1.997462630271912,0.9521133303642272
-0.01,-0.02,-0.09,0.0022,-0.0011,0.0011,-19.25,10.375,9.1875,435.84949036514536,3.310049057006836,1.9975370168685915,0.9520881175994872
0.0,-0.01,-0.11,-0.0022,-0.0011,0.0022,-19.25,10.375,9.1875,435.64338317763753,3.310026168823242,1.9974374771118164,0.9521471858024596
0.0,-0.01,-0.11,0.0011,0.0011,0.0,-19.25,10.75,8.75,435.7505063317203,3.3100664615631104,1.9973899126052856,0.952164113521576
0.0,-0.03,-0.13,0.0033,0.0,0.0011,-19.25,10.75,8.75,435.7437199809349,3.3101911544799805,1.9974479675292969,0.9521477818489076
0.0,-0.05,-0.15,0.0022,0.0,0.0,-19.25,10.75,8.75,435.6962677194297,3.310253381729126,1.9974316358566284,0.9521207809448242
0.03,-0.05,-0.09,-0.0011,0.0044,-0.0011,-19.25,10.75,8.75,435.6881276131186,3.310333490371704,1.9974050521850584,0.9521355032920836
0.03,-0.05,-0.12,-0.0011,0.0022,0.0,-19.6875,10.375,10.375,435.80745284260223,3.3104310035705566,1.9974111318588257,0.95213121175766
0.0,-0.03,-0.12,0.0011,0.0011,0.0,-19.6875,10.375,10.375,435.7559215304401,3.3111672401428223,1.997787594795227,0.9517332911491394
-0.01,-0.03,-0.1,-0.0011,-0.0011,0.0,-19.6875,10.375,10.375,435.6582921824751,3.31117582321167,1.9977822303771973,0.9517690539360046
-0.01,-0.04,-0.1,0.0011,0.0011,-0.0011,-19.6875,10.375,10.375,435.6691398421472,3.3108651638031006,1.9975569248199463,0.9520640969276428
0.0,-0.04,-0.12,0.0011,0.0022,0.0011,-19.25,10.75,8.75,435.66100843538254,3.3109352588653564,1.9975136518478396,0.952062487602234
0.0,-0.07,-0.16,0.0,0.0,-0.0011,-19.25,10.75,8.75,435.7342260398851,3.310955762863159,1.9974470138549805,0.9521072506904602
0.0,-0.06,-0.14,0.0022,-0.0033,0.0011,-19.25,10.75,8.75,435.8820339819285,3.310894012451172,1.9974428415298464,0.952274739742279
0.0,-0.05,-0.1,0.0011,0.0,0.0,-19.25,10.75,8.75,435.69219766546985,3.3111114501953125,1.9976325035095213,0.9523199796676636
-0.02,-0.04,-0.11,0.0,0.0,0.0,-19.25,10.375,9.5625,435.6501607842648,3.3111650943756104,1.9976294040679927,0.9524092674255372
0.0,-0.03,-0.13,0.0011,0.0044,-0.0022,-19.25,10.375,9.5625,435.94033504346623,3.311112880706787,1.9974606037139893,0.952505350112915
0.0,-0.02,-0.12,-0.0011,0.0022,0.0,-19.25,10.375,9.5625,435.7776170666448,3.3112382888793945,1.9975253343582156,0.9525514245033264
0.01,-0.03,-0.12,0.0,-0.0044,0.0011,-18.875,10.75,10.0,435.6501607842648,3.3112924098968506,1.997546911239624,0.9525900483131408
0.0,-0.06,-0.12,0.0011,0.0,0.0033,-18.875,10.75,10.0,435.6705023090106,3.3114192485809326,1.997605919837952,0.9526445269584656
-0.02,-0.05,-0.11,0.0022,-0.0011,0.0011,-18.875,10.75,10.0,435.7369423128036,3.3114936351776123,1.9975916147232056,0.9526981711387634
0.01,-0.01,-0.09,0.0,-0.0011,0.0,-18.875,10.75,10.0,435.76270788925854,3.311553478240967,1.9975590705871584,0.9527404308319092
0.01,-0.01,-0.12,0.0,0.0022,0.0011,-19.6875,10.75,8.75,435.6298192996542,3.3116374015808105,1.997573018074036,0.9528082609176636
0.0,-0.05,-0.13,0.0,0.0011,0.0022,-19.6875,10.75,8.75,435.60677029391775,3.311716079711914,1.997589945793152,0.9528669118881226
0.0,-0.06,-0.14,-0.0022,0.0,0.0011,-19.6875,10.75,8.75,435.6677860535993,3.3117988109588623,1.9976444244384768,0.9528906345367432
0.0,-0.06,-0.13,-0.0022,0.0,0.0,-18.5625,10.375,10.0,435.7152468621871,3.311833381652832,1.9975833892822263,0.9529446959495544
0.01,-0.03,-0.15,0.0,-0.0022,0.0011,-18.5625,10.375,10.0,435.8142305570866,3.311896800994873,1.9975725412368772,0.9529969692230223
0.0,-0.02,-0.16,0.0011,0.0,0.0011,-18.5625,10.375,10.0,435.799312648509,3.3119571208953857,1.9974957704544067,0.9530367851257324
0.0,-0.02,-0.13,-0.0011,0.0044,0.0022,-18.5625,10.375,10.0,435.6542308216274,3.3120250701904297,1.9975123405456543,0.9530827403068542
-0.01,-0.04,-0.1,-0.0033,0.0033,0.0022,-19.6875,10.375,10.375,435.76135408842254,3.312077045440674,1.9975240230560305,0.9531229734420776
0.0,-0.04,-0.14,-0.0011,-0.0022,-0.0011,-19.6875,10.375,10.375,435.70304536082057,3.312154769897461,1.997583508491516,0.9531799554824828
0.01,-0.03,-0.13,0.0011,0.0,0.0,-19.6875,10.375,10.375,435.6447369629831,3.312209367752075,1.9975961446762085,0.9532277584075928
0.01,-0.02,-0.12,0.0011,-0.0022,-0.0022,-20.375,10.375,10.0,435.7179631301028,3.312342882156372,1.997718811035156,0.953305721282959
-0.02,-0.03,-0.11,0.0,-0.0022,-0.0011,-20.375,10.375,10.0,435.70982300666816,3.312437057495117,1.997807860374451,0.9533783197402954
0.0,-0.05,-0.12,-0.0011,0.0022,0.0,-20.375,10.375,10.0,435.8630458538374,3.312528133392334,1.9978715181350708,0.953442633152008
0.02,-0.07,-0.14,-0.0033,0.0044,0.0011,-20.375,10.375,10.0,435.6962677194297,3.3125808238983154,1.997860550880432,0.9534958600997924
0.01,-0.03,-0.12,0.0011,0.0022,-0.0033,-19.25,10.75,9.1875,435.6338893289839,3.3126590251922607,1.9978926181793213,0.9535418152809144
0.0,-0.05,-0.11,-0.0011,-0.0022,0.0011,-19.25,10.75,9.1875,435.6745723544063,3.312709093093872,1.9978597164154053,0.9535971879959106
0.01,-0.01,-0.11,0.0,-0.0022,0.0022,-19.25,10.75,9.1875,435.78168715432537,3.312763214111328,1.997874140739441,0.9536782503128052
0.01,-0.04,-0.1,-0.0022,0.0022,-0.0011,-19.6875,10.375,8.75,435.7315184458674,3.312826871871948,1.9979256391525269,0.9537230730056764
0.0,-0.03,-0.1,-0.0011,0.0044,0.0,-19.6875,10.375,8.75,435.78846485187313,3.3129303455352783,1.9980207681655884,0.9538097381591796
0.0,-0.04,-0.13,-0.0011,-0.0022,-0.0011,-19.6875,10.375,8.75,435.59320646409776,3.3130011558532715,1.9981032609939573,0.9538825750350952
0.01,-0.04,-0.11,0.0,0.0022,0.0,-19.25,11.5,9.1875,435.8237245718104,3.3130815029144287,1.998134970664978,0.9539457559585572
0.01,-0.05,-0.09,0.0,-0.0011,-0.0011,-19.25,11.5,9.1875,435.7505063317203,3.313093900680542,1.998114228248596,0.95399010181427
0.02,-0.03,-0.14,0.0011,0.0011,0.0,-19.25,11.5,9.1875,435.6040540552955,3.313143253326416,1.998152494430542,0.9540762901306152
0.0,-0.05,-0.12,0.0011,-0.0011,-0.0011,-19.25,11.5,9.1875,435.7477900552305,3.313161373138428,1.9981681108474727,0.9541090726852416
0.01,-0.06,-0.12,0.0,0.0011,0.0011,-18.875,11.0625,10.375,435.8874579280482,3.313209295272827,1.9981319904327397,0.9541674256324768
0.0,-0.03,-0.13,-0.0022,0.0011,0.0022,-18.875,11.0625,10.375,435.6745723544063,3.3132104873657227,1.9981056451797483,0.9541897177696228
0.01,-0.03,-0.12,-0.0022,0.0022,0.0033,-18.875,11.0625,10.375,435.77626326385104,3.3133106231689453,1.9982672929763796,0.9542744755744934
0.0,-0.02,-0.09,-0.0022,0.0,0.0,-18.875,10.75,8.75,435.66100843538254,3.3133091926574707,1.998236060142517,0.9543002843856812
0.0,-0.06,-0.1,0.0,-0.0011,0.0,-18.875,10.75,8.75,435.6149016579056,3.313321828842163,1.998196363449097,0.954337477684021
0.0,-0.05,-0.14,0.0011,-0.0022,-0.0022,-18.875,10.75,8.75,435.6976215117162,3.3133678436279297,1.9982542991638184,0.954387664794922
-0.02,-0.02,-0.13,-0.0022,0.0022,0.0,-19.25,10.375,8.375,435.7220245160578,3.313373565673828,1.998218655586243,0.9544289112091064
0.0,-0.04,-0.12,-0.0022,0.0011,0.0,-19.25,10.375,8.375,435.7166006569676,3.3133671283721924,1.9981718063354488,0.954453945159912
0.0,-0.05,-0.13,0.0,0.0044,-0.0011,-19.25,10.375,8.375,435.7694855743264,3.313404321670532,1.9981725215911863,0.9544968605041504
0.01,-0.05,-0.12,-0.0011,0.0011,-0.0011,-18.875,10.75,10.0,435.7599916095516,3.313339710235596,1.998002529144287,0.954562485218048
0.05,-0.04,-0.16,0.0,0.0,0.0,-18.875,10.75,10.0,435.7233783117286,3.3133671283721924,1.9979851245880127,0.9545968770980836
0.0,-0.02,-0.1,0.0,0.0,0.0011,-18.875,10.75,10.0,435.888811745442,3.3133840560913086,1.9979362487792969,0.9546257257461548
0.0,-0.02,-0.11,-0.0011,0.0022,0.0,-18.5625,10.75,9.1875,435.70304536082057,3.313424587249756,1.9979448318481443,0.9546703696250916
0.01,-0.03,-0.11,0.0,-0.0011,0.0,-18.5625,10.75,9.1875,435.7640616902716,3.313470363616944,1.9979548454284668,0.954692542552948
